Cylinder heating zone 1,Cylinder heating zone 2,Cylinder heating zone 3,Cylinder heating zone 4,Cylinder heating zone 5,Temperature of support housing,Timestamp,Maximum injection pressure,Injection time,Dosage time,Material cushion,Switch-over volume,Mould temperature control unit 1,Oil temperature,RF_result,ANN_result,lstm_pred_err1,lstm_pred_err2,lstm_err1_act_a,ANN_result_act_a,lstm_err1_act_b,ANN_result_act_b,lstm_err1_act_c,ANN_result_act_c,Act_a_optimal,Act_b_optimal,Act_c_optimal,Best_optimal,sec
289.9,301.8,315,319.9,320,43,2022-03-04T03:20:58,1498.34021,0.234,3.052,0.922977448,1.41334462,95,40,1,1,1771.435337,1433.126807,2130.058355,1,2717.011162,0,1771.435337,1,725.6143981,589.206469,698.6471749,A,0
289.9,301.8,315,319.9,320,43,2022-03-04T03:20:59,1498.34021,0.234,3.052,0.922977448,1.41334462,95,40,1,1,1771.435337,1433.126807,2130.058355,1,2717.011162,0,1771.435337,1,718.2169913,642.6894378,703.6912736,A,1
289.9,301.7,314.9,319.9,320.1,43,2022-03-04T03:21:00,1498.34021,0.234,3.052,0.922977448,1.41334462,95,40,1,1,1771.435337,1433.126807,2130.058355,1,2717.011162,0,1771.435337,1,719.7364917,593.306864,694.0248192,A,2
289.9,301.7,314.9,319.9,320.1,43,2022-03-04T03:21:01,1498.34021,0.234,3.052,0.922977448,1.41334462,95,40,1,1,1783.540971,1431.576497,2142.090503,1,2728.855493,0,1783.540971,1,708.1627845,618.0740935,701.5080528,A,3
289.9,301.7,314.9,319.9,320.1,43,2022-03-04T03:21:02,1498.34021,0.234,3.052,0.922977448,1.41334462,95,40,1,1,1783.540971,1431.576497,2142.090503,1,2728.855493,0,1783.540971,1,743.6441503,609.2747418,701.2706537,A,4
289.9,301.7,315,319.9,320,43,2022-03-04T03:21:03,1498.34021,0.234,3.052,0.922977448,1.41334462,95,40,1,1,1783.540971,1431.576497,2142.090503,1,2728.855493,0,1783.540971,1,736.114104,630.5674953,699.0984135,A,5
289.9,301.7,315,319.9,320,43,2022-03-04T03:21:04,1498.34021,0.234,3.052,0.922977448,1.41334462,95,40,1,1,1748.494625,1445.710835,2107.208061,1,2695.182514,0,1748.494625,1,743.3472605,625.6841189,661.9939249,A,6
289.9,301.7,315,319.9,320,43,2022-03-04T03:21:05,1498.34021,0.234,3.052,0.922977448,1.41334462,95,40,1,1,1748.494625,1445.710835,2107.208061,1,2695.182514,0,1748.494625,1,672.5024275,581.1730303,684.5040857,C,7
289.9,301.7,315,319.9,320,43,2022-03-04T03:21:06,1498.34021,0.234,3.052,0.922977448,1.41334462,95,40,1,1,1748.494625,1445.710835,2107.208061,1,2695.182514,0,1748.494625,1,703.8508426,618.2051036,687.3849337,A,8
289.9,301.7,315,319.9,320,43,2022-03-04T03:21:07,0,0.234,3.052,0,0,95,40,1,1,1762.53568,1409.797021,2121.159048,0,2708.238753,0,1762.53568,1,665.7261997,638.7988272,669.2076348,C,9
289.9,301.7,315,319.9,320,43,2022-03-04T03:21:08,0,0.234,3.052,0,0,95,40,1,1,1762.53568,1409.797021,2121.159048,0,2708.238753,0,1762.53568,1,721.6066687,637.0091544,677.3614036,A,10
290,301.8,315,319.9,320.1,43,2022-03-04T03:21:09,0,0.234,3.088,0,0,95,40,1,1,1762.53568,1409.797021,2121.159048,0,2708.238753,0,1762.53568,1,748.9181386,628.8936274,670.1695512,A,11
290,301.8,315,319.9,320.1,43,2022-03-04T03:21:10,0,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1769.502708,1461.956785,2128.136723,0,2715.800127,0,1769.502708,1,755.9864235,645.2334905,690.1962138,A,12
290,301.8,315,319.9,320.1,43,2022-03-04T03:21:11,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1769.502708,1461.956785,2128.136723,0,2715.800127,0,1769.502708,1,714.2484335,630.3795099,685.4776024,A,13
290,301.8,315,319.9,320.1,43,2022-03-04T03:21:12,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1769.502708,1461.956785,2128.136723,0,2715.800127,0,1769.502708,1,726.3649848,591.7280314,700.3609191,A,14
290,301.7,315,319.9,320.1,43,2022-03-04T03:21:13,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1777.578659,1444.772084,2136.41428,0,2723.244726,0,1777.578659,1,735.9725669,637.2838943,685.4087539,A,15
290,301.7,315,319.9,320.1,43,2022-03-04T03:21:14,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1777.578659,1444.772084,2136.41428,0,2723.244726,0,1777.578659,1,702.0773951,639.3119149,705.4292925,C,16
290,301.7,315,319.9,320.1,43,2022-03-04T03:21:15,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1777.578659,1444.772084,2136.41428,0,2723.244726,0,1777.578659,1,765.5561899,609.5136609,678.8605643,A,17
290,301.7,315,319.9,320.1,43,2022-03-04T03:21:16,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1777.578659,1444.772084,2136.41428,0,2723.244726,0,1777.578659,1,726.8979881,642.4149584,680.2792695,A,18
290,301.7,315,319.9,320.1,43,2022-03-04T03:21:17,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1755.519429,1413.436635,2108.841858,0,2692.675264,0,1755.519429,1,672.8058727,628.3597536,662.3991006,A,19
290,301.7,315,319.9,320.1,43,2022-03-04T03:21:18,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1755.519429,1413.436635,2108.841858,0,2692.675264,0,1755.519429,1,670.4263004,634.2865645,693.1165457,C,20
289.8,301.7,315.1,319.9,320,43,2022-03-04T03:21:19,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1719.061315,1308.602216,2071.381123,0,2655.197947,0,1719.061315,1,705.8513023,599.5925994,646.0206822,A,21
289.8,301.7,315.1,319.9,320,43,2022-03-04T03:21:20,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1718.957806,1447.309609,2072.530018,0,2658.568003,0,1718.957806,1,733.00649,602.1417808,640.646047,A,22
289.9,301.7,315.1,319.9,320,43,2022-03-04T03:21:21,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1742.184433,1419.118627,2100.006262,0,2685.690083,0,1742.184433,1,700.1269145,577.4926689,676.6658984,A,23
289.9,301.7,315,320,320,43,2022-03-04T03:21:22,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1742.184433,1419.118627,2100.006262,0,2685.690083,0,1742.184433,1,654.0731821,607.3723046,684.2565472,C,24
289.9,301.7,315,320,320,43,2022-03-04T03:21:23,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1757.228807,1452.889803,2115.253814,0,2700.700071,0,1757.228807,1,672.4033593,594.2348867,679.8585797,C,25
289.9,301.7,315,320,320,43,2022-03-04T03:21:24,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1757.228807,1452.889803,2115.253814,0,2700.700071,0,1757.228807,1,658.6898771,581.369696,693.859231,C,26
289.9,301.8,315,319.9,320,43,2022-03-04T03:21:25,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1757.228807,1452.889803,2115.253814,0,2700.700071,0,1757.228807,1,741.4943832,635.6626763,687.2254017,A,27
289.9,301.8,315,319.9,320,43,2022-03-04T03:21:26,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1757.228807,1452.889803,2115.253814,0,2700.700071,0,1757.228807,1,694.6456732,593.937652,668.0945287,A,28
289.9,301.8,315,319.9,320,43,2022-03-04T03:21:27,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1757.228807,1452.889803,2115.253814,0,2700.700071,0,1757.228807,1,712.3919715,608.5384761,691.7271236,A,29
289.9,301.7,315,319.9,320,43,2022-03-04T03:21:28,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1757.228458,1452.889803,2115.253814,0,2700.700071,0,1757.228458,1,690.0241216,611.7059609,662.4621555,A,30
289.9,301.7,315,319.9,320,43,2022-03-04T03:21:29,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1789.501538,1477.397066,2146.542775,0,2731.813783,0,1789.501538,1,728.4689429,596.6403269,680.7293358,A,31
289.9,301.7,315,319.9,320,43,2022-03-04T03:21:30,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1789.501189,1477.397323,2146.542775,0,2731.813958,0,1789.501189,1,766.7878702,644.6808656,678.0989352,A,32
290,301.7,314.9,319.9,320,43,2022-03-04T03:21:31,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1777.402362,1459.814146,2134.739987,0,2719.980623,0,1777.402362,1,683.7799372,637.3933493,691.934844,C,33
290,301.7,314.9,319.9,320,43,2022-03-04T03:21:32,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1759.684041,1470.127839,2118.123083,0,2704.252882,0,1759.684041,1,725.1805415,626.5961065,663.0761108,A,34
290,301.7,314.9,319.9,320,43,2022-03-04T03:21:33,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1759.684041,1470.127839,2118.123083,0,2704.252882,0,1759.684041,1,692.9043032,583.3323582,683.8360364,A,35
290,301.7,314.9,319.9,320,43,2022-03-04T03:21:34,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1759.684041,1470.127839,2118.123083,0,2704.252882,0,1759.684041,1,742.5707712,586.6547509,671.4262169,A,36
290,301.7,314.9,319.9,320,43,2022-03-04T03:21:35,1476.26917,0.234,3.074,0.8890028,1.41334462,95,40,1,1,1748.325834,1431.578548,2106.320644,0,2691.925568,0,1748.325834,1,657.27916,612.2495578,655.9886172,A,37
290,301.7,314.9,319.9,320,43,2022-03-04T03:21:36,1476.26917,0.234,3.074,0.8890028,1.41334462,95,40,1,1,1748.325834,1431.578548,2106.320644,0,2691.925568,0,1748.325834,1,655.6354341,620.4842077,668.442948,C,38
290,301.7,315,319.9,320.1,43,2022-03-04T03:21:37,1476.26917,0.234,3.074,0.8890028,1.41334462,95,40,1,1,1748.325834,1431.578548,2106.320644,0,2691.925568,0,1748.325834,1,738.7936109,578.1875992,666.920006,A,39
290,301.7,315,319.9,320.1,43,2022-03-04T03:21:38,0,0.234,3.074,0,0,95,40,1,1,1763.368987,1464.355074,2121.566101,0,2706.931541,0,1763.368987,1,670.6976477,596.9738477,667.5064358,A,40
290,301.7,315,319.9,320.1,43,2022-03-04T03:21:39,0,0.234,3.074,0,0,95,40,1,1,1763.368987,1464.355074,2121.566101,0,2706.931541,0,1763.368987,1,740.3416528,608.9560685,683.4649181,A,41
290.1,301.7,314.9,319.9,320,43,2022-03-04T03:21:40,0,0.234,3.074,0,0,95,40,1,1,1763.368987,1464.355074,2121.566101,0,2706.931541,0,1763.368987,1,724.2070522,614.8040271,683.164985,A,42
290.1,301.7,314.9,319.9,320,43,2022-03-04T03:21:41,1475.18127,0.234,3.074,0.8867378,1.41334462,95,40,1,1,1737.220901,1500.291453,2095.603214,0,2682.029051,0,1737.220901,1,744.8790431,601.8029377,662.6328241,A,43
290.1,301.7,314.9,319.9,320,43,2022-03-04T03:21:42,1475.18127,0.234,3.074,0.8867378,1.41334462,95,40,1,1,1737.220901,1500.291453,2095.603214,0,2682.029051,0,1737.220901,1,702.033779,590.8794102,680.745594,A,44
290.1,301.7,315,319.9,320,43,2022-03-04T03:21:43,1475.18127,0.234,3.074,0.8867378,1.41334462,95,40,1,1,1737.220901,1500.291453,2095.603214,0,2682.029051,0,1737.220901,1,742.6682007,589.1328144,670.2375699,A,45
290.1,301.7,315,319.9,320,43,2022-03-04T03:21:44,1475.18127,0.234,3.074,0.8867378,1.41334462,95,40,1,1,1737.220901,1500.291453,2095.603214,0,2682.029051,0,1737.220901,1,669.9690699,578.7840447,656.146514,A,46
290,301.7,315,319.9,320,43,2022-03-04T03:21:45,1475.18127,0.234,3.074,0.8867378,1.41334462,95,40,1,1,1742.706165,1494.103801,2101.343148,0,2688.288624,0,1742.706165,1,735.936107,580.2261882,673.4478514,A,47
290,301.7,315,319.9,320,43,2022-03-04T03:21:46,1475.18127,0.234,3.074,0.8867378,1.41334462,95,40,1,1,1742.706165,1494.103801,2101.343148,0,2688.288624,0,1742.706165,1,667.6771169,576.5225186,675.9852527,C,48
290,301.7,315,319.9,320,43,2022-03-04T03:21:47,1475.18127,0.234,3.074,0.8867378,1.41334462,95,40,1,1,1762.712152,1443.094077,2120.992003,0,2706.958247,0,1762.712152,1,714.5009917,591.3347563,694.5607121,A,49
290,301.7,315,319.9,320,43,2022-03-04T03:21:48,1475.18127,0.234,3.074,0.8867378,1.41334462,95,40,1,1,1739.646985,1369.846656,2092.40125,0,2676.410429,0,1739.646985,1,680.9852929,624.0911429,683.7359592,C,50
289.9,301.7,315,319.9,319.9,43,2022-03-04T03:21:49,1475.18127,0.234,3.074,0.8867378,1.41334462,95,40,1,1,1739.646985,1369.846656,2092.40125,0,2676.410429,0,1739.646985,1,661.8965709,612.9127509,687.0104121,C,51
289.9,301.7,315,319.9,319.9,43,2022-03-04T03:21:50,1475.18127,0.234,3.074,0.8867378,1.41334462,95,40,1,1,1709.533799,1410.167803,2062.836154,0,2646.45975,0,1709.533799,1,702.127533,559.3042973,642.0502262,A,52
289.9,301.7,315,319.9,319.9,43,2022-03-04T03:21:51,1475.18127,0.234,3.074,0.8867378,1.41334462,95,40,1,1,1730.588836,1504.62186,2089.333691,0,2676.422997,0,1730.588836,1,740.8501811,620.9222193,666.908164,A,53
289.9,301.8,315,319.9,319.9,43,2022-03-04T03:21:52,1475.18127,0.234,3.074,0.8867378,1.41334462,95,40,1,1,1730.588836,1504.62186,2089.333691,0,2676.422997,0,1730.588836,1,731.5012225,569.7503191,649.033302,A,54
289.9,301.8,315,319.9,319.9,43,2022-03-04T03:21:53,1475.18127,0.234,3.074,0.8867378,1.41334462,95,40,1,1,1744.634954,1466.340271,2103.304403,0,2689.486218,0,1744.634954,1,751.4921874,612.5023527,679.3758868,A,55
289.9,301.8,315,319.9,319.9,43,2022-03-04T03:21:54,1475.18127,0.234,3.074,0.8867378,1.41334462,95,40,1,1,1744.634954,1466.340271,2103.304403,0,2689.486218,0,1744.634954,1,744.1457917,586.5876953,666.3495563,A,56
289.9,301.7,315,319.9,320,43,2022-03-04T03:21:55,1475.18127,0.234,3.074,0.8867378,1.41334462,95,40,1,1,1756.743904,1460.070309,2115.305481,0,2701.337008,0,1756.743904,1,694.631928,598.4743018,696.3566958,C,57
289.9,301.7,315,319.9,320,43,2022-03-04T03:21:56,1475.18127,0.234,3.074,0.8867378,1.41334462,95,40,1,1,1756.743904,1460.070309,2115.305481,0,2701.337008,0,1756.743904,1,693.238221,621.8909972,679.2547811,A,58
289.9,301.7,315,319.9,320,43,2022-03-04T03:21:57,1475.18127,0.234,3.074,0.8867378,1.41334462,95,40,1,1,1756.743904,1460.070309,2115.305481,0,2701.337008,0,1756.743904,1,678.1445233,629.6118846,664.5173667,A,59
289.9,301.8,315,319.9,319.9,43,2022-03-04T03:21:58,1475.18127,0.234,3.074,0.8867378,1.41334462,95,40,1,1,1756.743904,1460.070309,2115.305481,0,2701.337008,0,1756.743904,1,700.0333128,634.2371198,679.4932907,A,60
289.9,301.8,315,319.9,319.9,43,2022-03-04T03:21:59,1475.18127,0.234,3.074,0.8867378,1.41334462,95,40,1,1,1762.888099,1470.91043,2121.622306,0,2707.57319,0,1762.888099,1,732.9298897,627.83994,683.4150636,A,61
289.9,301.8,315,319.9,319.9,43,2022-03-04T03:22:00,1475.18127,0.234,3.074,0.8867378,1.41334462,95,40,1,1,1762.887924,1470.91043,2121.622132,0,2707.57319,0,1762.887924,1,685.897549,620.3680075,682.264409,A,62
290,301.8,315,319.9,319.9,43,2022-03-04T03:22:01,1475.18127,0.234,3.074,0.8867378,1.41334462,95,40,1,1,1762.887924,1470.91043,2121.622132,0,2707.57319,0,1762.887924,1,715.8733926,596.0085961,685.5506391,A,63
290,301.7,315,319.9,319.9,43,2022-03-04T03:22:02,1475.18127,0.234,3.074,0.8867378,1.41334462,95,40,1,1,1747.843724,1439.120093,2106.375802,0,2692.56617,0,1747.843724,1,668.137194,607.0985586,661.4736514,A,64
290,301.7,315,319.9,319.9,43,2022-03-04T03:22:03,1475.18127,0.234,3.074,0.8867378,1.41334462,95,40,1,1,1747.843724,1439.120093,2106.375802,0,2692.56617,0,1747.843724,1,731.283725,606.557369,681.8889138,A,65
290.1,301.6,315.1,319.9,319.9,43,2022-03-04T03:22:04,0,0.234,3.074,0,1.41334462,95,40,1,1,1747.843724,1439.120093,2106.375802,0,2692.56617,0,1747.843724,1,666.8737589,612.7128294,672.0719239,C,66
290.1,301.6,315.1,319.9,319.9,43,2022-03-04T03:22:05,0,0.234,3.074,0,1.41334462,95,40,1,1,1768.85076,1454.777048,2127.303766,0,2713.183608,0,1768.85076,1,720.8638811,618.3670831,689.3871414,A,67
290.1,301.6,315.1,319.9,319.9,43,2022-03-04T03:22:06,0,0.234,3.052,0,0,95,40,1,1,1768.85076,1454.777048,2127.303766,0,2713.183608,0,1768.85076,1,712.9407956,638.8644456,686.1685883,A,68
290.1,301.6,315.1,319.9,319.9,43,2022-03-04T03:22:07,0,0.234,3.052,0,0,95,40,1,1,1768.85076,1454.777048,2127.303766,0,2713.183608,0,1768.85076,1,726.8456479,618.6623641,684.9228994,A,69
290.1,301.6,314.9,319.9,319.9,43,2022-03-04T03:22:08,1479.22241,0.234,3.052,0.8957977,0,95,40,1,1,1747.843724,1439.120093,2106.375802,1,2692.56617,0,1747.843724,1,663.5280936,630.6604969,661.4717752,A,70
290.1,301.6,314.9,319.9,319.9,43,2022-03-04T03:22:09,1479.22241,0.234,3.052,0.8957977,1.41334462,95,40,1,1,1747.843724,1439.120093,2106.375802,1,2692.56617,0,1747.843724,1,734.8004655,586.2506609,670.2973151,A,71
290.1,301.6,314.9,319.9,319.9,43,2022-03-04T03:22:10,1479.22241,0.234,3.052,0.8957977,1.41334462,95,40,1,1,1747.843724,1439.120093,2106.375802,1,2692.56617,0,1747.843724,1,670.1404556,602.4704731,657.6835003,A,72
290.1,301.7,314.9,319.9,319.9,43,2022-03-04T03:22:11,1479.22241,0.234,3.052,0.8957977,1.41334462,95,40,1,1,1735.732156,1444.477459,2094.372105,1,2680.713286,0,1735.732156,1,697.8166317,605.0733161,662.6913284,A,73
290.1,301.7,314.9,319.9,319.9,43,2022-03-04T03:22:12,1479.22241,0.234,3.052,0.8957977,1.41334462,95,40,1,1,1750.779497,1476.470111,2109.622101,1,2695.725193,0,1750.779497,1,662.0586915,633.1029034,687.0560032,C,74
290,301.6,314.9,319.9,319.9,43,2022-03-04T03:22:13,1479.22241,0.234,3.052,0.8957977,1.41334462,95,40,1,1,1750.779497,1476.470111,2109.622101,1,2695.725193,0,1750.779497,1,666.2112852,616.2334736,684.661076,C,75
290,301.6,314.9,319.9,319.9,43,2022-03-04T03:22:14,1479.22241,0.234,3.052,0.8957977,1.41334462,95,40,1,1,1748.022639,1513.955005,2102.987244,1,2689.665656,0,1748.022639,1,660.1483892,589.409253,682.8263829,C,76
290,301.6,314.9,319.9,319.9,43,2022-03-04T03:22:15,1479.22241,0.234,3.052,0.8957977,1.41334462,95,40,1,1,1748.022639,1513.955005,2102.987244,1,2689.665656,0,1748.022639,1,736.3167348,610.7984831,688.4528237,A,77
289.9,301.7,315.1,319.9,319.9,43,2022-03-04T03:22:16,1479.22241,0.234,3.052,0.8957977,1.41334462,95,40,1,1,1752.98844,1439.103426,2106.915688,1,2691.267685,0,1752.98844,1,695.4072674,623.0690182,684.9094912,A,78
289.9,301.7,315.1,319.9,319.9,43,2022-03-04T03:22:17,1479.22241,0.234,3.052,0.8957977,1.41334462,95,40,1,1,1752.98844,1439.103426,2106.915688,1,2691.267685,0,1752.98844,1,681.0219607,634.5844327,682.079759,C,79
289.9,301.7,315.1,319.9,319.9,43,2022-03-04T03:22:18,1479.22241,0.234,3.052,0.8957977,1.41334462,95,40,1,1,1743.119851,1396.398093,2100.55889,1,2685.884358,0,1743.119851,1,741.9783944,606.5850011,652.4363273,A,80
289.9,301.7,314.9,319.9,319.9,43,2022-03-04T03:22:19,1479.22241,0.234,3.052,0.8957977,1.41334462,95,40,1,1,1748.304015,1534.882913,2107.930877,1,2695.688014,0,1748.304015,1,705.3235806,591.2161297,690.1081038,A,81
289.9,301.7,314.9,319.9,319.9,43,2022-03-04T03:22:20,1479.22241,0.234,3.052,0.8957977,1.41334462,95,40,1,1,1748.304015,1534.882913,2107.930877,1,2695.688014,0,1748.304015,1,682.970871,633.5422227,664.8207613,A,82
289.9,301.7,314.9,319.9,319.9,43,2022-03-04T03:22:21,1479.22241,0.234,3.052,0.8957977,1.41334462,95,40,1,1,1733.252659,1507.16323,2092.676168,1,2680.671568,0,1733.252659,1,683.8972095,589.8335918,650.4706555,A,83
289.8,301.7,314.9,319.9,319.9,43,2022-03-04T03:22:22,1479.22241,0.234,3.052,0.8957977,1.41334462,95,40,1,1,1733.252659,1507.16323,2092.676168,1,2680.671568,0,1733.252659,1,651.4206046,597.5769562,649.6109054,A,84
289.8,301.7,314.9,319.9,319.9,43,2022-03-04T03:22:23,1479.22241,0.234,3.052,0.8957977,1.41334462,95,40,1,1,1760.416981,1524.439986,2119.937017,1,2707.543517,0,1760.416981,1,722.8771621,600.2437463,680.0079376,A,85
289.9,301.7,314.9,319.9,319.9,43,2022-03-04T03:22:24,1479.22241,0.234,3.052,0.8957977,1.41334462,95,40,1,1,1760.416981,1524.439986,2119.937017,1,2707.543517,0,1760.416981,1,758.5016526,612.6789826,681.0479086,A,86
289.9,301.7,314.9,319.9,319.9,43,2022-03-04T03:22:25,1479.22241,0.234,3.052,0.8957977,1.41334462,95,40,1,1,1760.416981,1524.439986,2119.937017,1,2707.543517,0,1760.416981,1,682.3691934,618.8666878,664.486025,A,87
289.9,301.7,314.9,319.9,319.9,43,2022-03-04T03:22:26,1479.22241,0.234,3.052,0.8957977,1.41334462,95,40,1,1,1785.550053,1472.384071,2144.564414,1,2730.480563,0,1785.550053,1,706.5052196,651.5045444,685.0609523,A,88
289.9,301.7,314.9,319.9,319.9,44,2022-03-04T03:22:27,1479.22241,0.234,3.052,0.8957977,1.41334462,95,40,1,1,1785.550053,1472.384071,2144.564414,1,2730.480563,0,1785.550053,1,674.9371691,635.7528089,697.8087222,C,89
289.9,301.7,314.9,319.9,319.9,44,2022-03-04T03:22:28,1479.22241,0.234,3.052,0.8957977,1.41334462,95,40,1,1,1785.550053,1472.384071,2144.564414,1,2730.480563,0,1785.550053,1,738.1270786,598.3057164,705.6897355,A,90
289.9,301.7,314.9,319.9,319.9,44,2022-03-04T03:22:29,1479.22241,0.234,3.052,0.8957977,1.41334462,95,40,1,1,1757.483128,1487.635115,2116.692288,1,2704.387635,0,1757.483128,1,697.2497245,619.6459277,668.2559553,A,91
289.9,301.7,314.9,319.9,319.9,44,2022-03-04T03:22:30,1479.22241,0.234,3.052,0.8957977,1.41334462,95,40,1,1,1757.483128,1487.635115,2116.692288,1,2704.387635,0,1757.483128,1,694.7329846,641.1748177,689.6372128,A,92
289.9,301.7,314.9,319.9,319.9,44,2022-03-04T03:22:31,1479.22241,0.234,3.052,0.8957977,1.41334462,95,40,1,1,1757.483128,1487.635115,2116.692288,1,2704.387635,0,1757.483128,1,738.9953792,584.4168321,674.9234343,A,93
289.9,301.7,315,319.9,319.9,44,2022-03-04T03:22:32,1479.22241,0.234,3.052,0.8957977,1.41334462,95,40,1,1,1769.595395,1479.387648,2128.69581,1,2716.237901,0,1769.595395,1,758.1009454,626.4625202,669.8739521,A,94
289.9,301.7,315,319.9,319.9,44,2022-03-04T03:22:33,1479.22241,0.234,3.052,0.8957977,1.41334462,95,40,1,1,1769.595395,1479.387648,2128.69581,1,2716.237901,0,1769.595395,1,751.8929645,632.6291923,686.1280865,A,95
289.9,301.7,315,319.9,319.9,44,2022-03-04T03:22:34,1479.22241,0.234,3.052,0.8957977,1.41334462,95,40,1,1,1757.483128,1487.635115,2116.692288,1,2704.387635,0,1757.483128,1,672.609195,601.2486277,674.6870411,C,96
289.9,301.7,315,319.9,319.9,44,2022-03-04T03:22:35,0,0.234,3.052,0,1.41334462,95,40,1,1,1757.483128,1487.635115,2116.692288,0,2704.387635,0,1757.483128,1,678.6531148,635.8490811,697.9818761,C,97
289.9,301.7,315,319.9,319.9,44,2022-03-04T03:22:36,0,0.234,3.106,0,0,95,40,1,1,1757.483128,1487.635115,2116.692288,0,2704.387635,0,1757.483128,1,734.458765,598.2845443,681.0207721,A,98
290,301.7,315,319.9,319.9,44,2022-03-04T03:22:37,0,0.234,3.106,0,0,95,40,1,1,1637.744821,1297.270027,2116.692288,0,2704.387635,0,1757.483128,1,664.8353063,585.5667955,676.5740961,C,99
290,301.7,314.9,319.9,320,44,2022-03-04T03:22:38,1476.58008,0.234,3.106,0.904857635,0,95,40,1,1,1637.744821,1297.270027,2116.692288,1,2704.387635,0,1757.483128,1,713.6803005,584.712593,690.1566566,A,100
290,301.7,314.9,319.9,320,44,2022-03-04T03:22:39,1476.58008,0.234,3.106,0.904857635,1.41334462,95,40,1,1,1637.744821,1297.270027,2116.692288,0,2704.387635,0,1757.483128,1,663.9278246,611.1532397,684.1230658,C,101
290,301.6,314.9,319.9,320,44,2022-03-04T03:22:40,1476.58008,0.234,3.106,0.904857635,1.41334462,95,40,1,1,1637.744821,1297.270027,2116.692288,0,2704.387635,0,1757.483128,1,707.1942925,582.8348999,659.6577101,A,102
290,301.6,314.9,319.9,319.9,44,2022-03-04T03:22:41,1476.58008,0.234,3.106,0.904857635,1.41334462,95,40,1,1,1637.744821,1297.270027,2116.692288,0,2704.387635,0,1757.483128,1,676.3382283,628.4826687,692.2838897,C,103
290,301.6,314.9,319.9,319.9,44,2022-03-04T03:22:42,1476.58008,0.234,3.106,0.904857635,1.41334462,95,40,1,1,1651.738398,1270.170366,2130.649559,0,2717.433575,0,1771.518074,1,677.042468,600.8905403,671.8797336,A,104
290,301.6,314.9,319.9,319.9,44,2022-03-04T03:22:43,1476.58008,0.234,3.106,0.904857635,1.41334462,95,40,1,1,1651.738398,1270.170366,2130.649559,0,2717.433575,0,1771.518074,1,716.6452622,617.0870591,681.9439437,A,105
290,301.6,314.9,320,319.9,44,2022-03-04T03:22:44,1476.58008,0.234,3.106,0.904857635,1.41334462,95,40,1,1,1651.738398,1270.170366,2130.649559,0,2717.433575,0,1771.518074,1,728.7448172,617.6144504,668.0733234,A,106
290,301.6,314.9,320,319.9,44,2022-03-04T03:22:45,1476.58008,0.234,3.106,0.904857635,1.41334462,95,40,1,1,1636.163214,1285.261917,2109.354863,0,2695.663228,0,1754.312758,1,752.1085523,589.0514215,659.6441952,A,107
289.9,301.8,314.9,320,319.9,44,2022-03-04T03:22:46,1476.58008,0.234,3.106,0.904857635,1.41334462,95,40,1,1,1607.693426,1260.614392,2079.019998,0,2662.816224,0,1726.403453,1,722.6905732,602.5744088,671.3205429,A,108
289.9,301.8,315,320,319.9,44,2022-03-04T03:22:47,1476.58008,0.234,3.106,0.904857635,1.41334462,95,40,1,1,1595.71888,1246.396974,2067.19958,0,2651.039444,0,1714.451249,1,684.0292908,595.8922851,676.586138,A,109
289.9,301.8,315,320,319.9,44,2022-03-04T03:22:48,1476.58008,0.234,3.106,0.904857635,1.41334462,95,40,1,1,1604.66357,1185.807686,2080.991551,0,2665.938592,0,1724.8983,1,670.9093715,588.7165317,666.1929605,A,110
289.8,301.6,315,320,319.9,44,2022-03-04T03:22:49,1476.58008,0.234,3.106,0.904857635,1.41334462,95,40,1,1,1609.89975,1311.470778,2088.169087,0,2673.896197,0,1730.1172,1,706.1513942,570.6503074,682.7152943,A,111
