Timestamp,RF_result,ANN_result,cnn_pred,cnn_r2,lstm_pred,lstm_r2,rfr_pred,rfr_r2
2022-03-04T03:21:41,1,1,3611.750585,-25114.10103,1777.402362,-1061.411657,3887.252693,-13867.30703
2022-03-04T03:21:42,1,1,3634.542754,-23728.91997,1759.684041,-998.9887909,3887.252693,-13369.23178
2022-03-04T03:21:43,1,1,3592.889653,-22422.39085,1759.684041,-941.7459939,3887.252693,-12897.76917
2022-03-04T03:21:44,1,1,3622.937557,-21243.92085,1759.684041,-889.1300989,3887.252693,-12451.05218
2022-03-04T03:21:45,1,1,3556.651473,-20111.75746,1748.325834,-842.1907735,3887.252693,-12027.37482
2022-03-04T03:21:46,1,1,3535.081161,-19055.17889,1748.325834,-798.7419784,3887.252693,-11625.17577
2022-03-04T03:21:47,1,1,3469.617911,-18044.27788,1748.325834,-758.4495608,3887.252693,-11243.02389
2022-03-04T03:21:48,1,1,3526.507916,-17140.81375,1763.368987,-719.429243,3887.252693,-10879.60539
2022-03-04T03:21:49,1,1,3493.278994,-16288.09292,1763.368987,-683.2348738,3887.252693,-10533.71247
2022-03-04T03:21:50,1,1,3572.731459,-15533.62987,1763.368987,-649.6026066,3887.252693,-10204.23323
2022-03-04T03:21:51,1,1,3711.299802,-14893.56637,1737.220901,-620.5518781,3887.252693,-9890.142632
2022-03-04T03:21:52,1,1,3673.98569,-14276.10441,1737.220901,-593.3207023,3887.252693,-9590.494542
2022-03-04T03:21:53,1,1,3722.288484,-13716.36546,1737.220901,-567.762643,3887.252693,-9304.414494
2022-03-04T03:21:54,1,1,3657.916526,-13164.34392,1737.220901,-543.7455559,3887.252693,-9031.093292
2022-03-04T03:21:55,1,1,3548.072642,-12607.81138,1742.706165,-520.7783591,3887.252693,-8769.781244
2022-03-04T03:21:56,1,1,3526.245042,-12079.42124,1742.706165,-499.1701359,3887.252693,-8519.782986
2022-03-04T03:21:57,1,1,3509.923478,-11579.14902,1762.712152,-477.6748274,3887.252693,-8280.452817
2022-03-04T03:21:58,1,1,3611.353307,-11137.65554,1739.646985,-458.719541,3887.252693,-8051.190508
2022-03-04T03:21:59,1,1,3602.584215,-10718.83771,1739.646985,-440.8152915,3887.252693,-7831.437505
2022-03-04T03:22:00,1,1,3622.128339,-10328.45441,1709.533799,-425.4526646,3887.252693,-7620.673504
2022-03-04T03:22:01,1,1,3638.675074,-9963.293078,1730.588836,-409.7756927,3887.252693,-7418.413349
2022-03-04T03:22:02,1,1,3636.475033,-9616.854706,1730.588836,-394.9022026,3887.252693,-7224.204219
2022-03-04T03:22:03,1,1,3636.816455,-9288.449292,1744.634954,-380.1909747,3887.252693,-7037.623073
2022-03-04T03:22:04,1,1,3637.471719,-8976.907835,1744.634954,-366.2443389,3886.826,-6858.232511
2022-03-04T03:22:05,1,1,3635.310429,-8680.530199,1756.743904,-352.5769603,3886.826,-6685.707274
2022-03-04T03:22:06,1,1,3600.32762,-8392.232516,1756.743904,-339.6205861,3886.416507,-6519.663121
2022-03-04T03:22:07,1,1,3590.596053,-8116.531554,1756.743904,-327.3274378,3886.416507,-6359.814617
2022-03-04T03:22:08,1,1,3628.962359,-7860.816981,1756.743904,-315.653662,3886.843199,-6205.892272
2022-03-04T03:22:09,1,1,3578.759751,-7609.129693,1762.888099,-304.3867848,3887.252693,-6057.603964
2022-03-04T03:22:10,1,1,3635.478696,-7378.147629,1762.887924,-293.6786067,3887.252693,-5914.644611
2022-03-04T03:22:11,1,1,3579.8877,-7149.556233,1762.887924,-283.4933581,3887.252693,-5776.761004
2022-03-04T03:22:12,1,1,3504.889427,-6921.548892,1747.843724,-274.1658072,3887.252693,-5643.71482
2022-03-04T03:22:13,1,1,3578.466506,-6713.767732,1747.843724,-265.2636085,3887.252693,-5515.281579
2022-03-04T03:22:14,1,1,3514.675454,-6507.520363,1747.843724,-256.7617202,3887.252693,-5391.249693
2022-03-04T03:22:15,1,1,3559.686566,-6315.976637,1768.85076,-248.1980267,3887.252693,-5271.419584
2022-03-04T03:22:16,1,1,3550.091498,-6131.796478,1768.85076,-240.0289708,3887.252693,-5155.602877
2022-03-04T03:22:17,1,1,3638.818904,-5965.50129,1768.85076,-232.2311033,3887.252693,-5043.621651
2022-03-04T03:22:18,1,1,3663.175398,-5808.657508,1747.843724,-225.1640076,3887.252693,-4935.307753
2022-03-04T03:22:19,1,1,3656.363372,-5657.276696,1747.843724,-218.3934737,3887.252693,-4830.502158
2022-03-04T03:22:20,1,1,3756.702257,-5522.341561,1747.843724,-211.9034454,3887.252693,-4729.054381
2022-03-04T03:22:21,1,1,3639.422501,-5380.432528,1735.732156,-205.8828402,3887.252693,-4630.821932
2022-03-04T03:22:22,1,1,3573.468762,-5237.996017,1750.779497,-199.8557262,3887.252693,-4535.669815
2022-03-04T03:22:23,1,1,3481.19483,-5093.540384,1750.779497,-194.0711748,3887.252693,-4443.470053
2022-03-04T03:22:24,1,1,3500.77561,-4956.572594,1748.022639,-188.5562535,3887.252693,-4354.101258
2022-03-04T03:22:25,1,1,3582.263688,-4728.100437,1752.98844,-178.0952911,3887.252693,-4193.270821
2022-03-04T03:22:26,1,1,3632.117193,-4623.18568,1752.98844,-173.1333739,3887.252693,-4115.955648
2022-03-04T03:22:27,1,1,3627.301332,-4521.055881,1743.119851,-168.4814722,3626.423723,-4029.903147
2022-03-04T03:22:28,1,1,3630.103922,-4422.193001,1748.304015,-163.9388995,3626.423723,-3946.37656
2022-03-04T03:22:29,1,1,3623.431187,-4325.82235,1748.304015,-159.5636423,3626.423723,-3865.286672
2022-03-04T03:22:30,1,1,3615.897218,-4231.838517,1733.252659,-155.515523,3626.423723,-3786.547634
2022-03-04T03:22:31,1,1,3610.022879,-4140.303329,1733.252659,-151.6070093,3626.423723,-3710.076859
2022-03-04T03:22:32,1,1,3602.092679,-4051.032919,1760.416981,-147.5580455,3626.423723,-3635.794901
2022-03-04T03:22:33,1,1,3593.853175,-3963.964428,1760.416981,-143.6563242,3626.423723,-3563.625356
2022-03-04T03:22:34,1,1,3580.650837,-3878.771703,1760.416981,-139.8949529,3626.423723,-3493.494746
2022-03-04T03:22:35,1,1,3569.664598,-3795.561205,1785.550053,-136.0637537,3318.60981,-3416.7948
2022-03-04T03:22:36,1,1,3550.320509,-3713.864232,1785.550053,-132.3745346,3319.009243,-3342.451022
2022-03-04T03:22:37,1,1,3514.559901,-3632.881813,1785.550053,-128.8205534,3319.009243,-3270.365282
2022-03-04T03:22:38,1,1,3487.416874,-3553.133117,1757.483128,-125.6000532,3626.605458,-3208.348039
2022-03-04T03:22:39,1,1,3530.39761,-3477.877028,1757.483128,-122.4885548,3626.423723,-3148.016092
2022-03-04T03:22:40,1,1,3477.446522,-3402.542643,1757.483128,-119.4813143,3626.423723,-3089.317512
2022-03-04T03:22:41,1,1,3497.544671,-3330.415765,1769.595395,-116.4919637,3626.423723,-3032.197276
2022-03-04T03:22:42,1,1,3397.257802,-3256.434349,1769.595395,-113.6035188,3626.423723,-2976.602471
2022-03-04T03:22:43,1,1,3434.972683,-3186.265736,1757.483128,-110.8878858,3626.423723,-2922.482207
2022-03-04T03:22:44,1,1,3317.05791,-3114.004529,1757.483128,-108.3998939,3626.423723,-2869.787534
2022-03-04T03:22:45,1,1,3344.499419,-3045.027991,1757.483128,-105.9815926,3626.423723,-2818.471369
2022-03-04T03:22:46,1,1,3346.138802,-2978.306386,1757.483128,-103.6307894,3626.423723,-2768.488417
2022-03-04T03:22:47,1,1,3361.519536,-2914.19694,1637.744821,-102.1926451,3626.423723,-2719.7951
2022-03-04T03:22:48,1,1,3507.585891,-2856.999085,1637.744821,-100.7673048,3626.423723,-2672.34949
2022-03-04T03:22:49,1,1,3431.073214,-2798.879712,1637.744821,-99.35556868,3626.423723,-2626.111237
2022-03-04T03:22:50,1,1,3549.713421,-2746.402813,1637.744821,-97.95813647,3626.423723,-2581.041509
2022-03-04T03:22:51,1,1,3391.042391,-2644.832421,1651.738398,-95.10888946,3626.423723,-2497.923507
2022-03-04T03:22:52,1,1,3346.265526,-2593.059343,1651.738398,-93.66372372,3626.423723,-2457.758363
2022-03-04T03:22:53,1,1,3353.182981,-2542.862288,1651.738398,-92.24019486,3626.423723,-2418.49052
2022-03-04T03:22:54,1,1,3416.847309,-2495.715648,1636.163214,-90.93988933,3626.423723,-2380.09675
2022-03-04T03:22:55,1,1,3418.466444,-2449.820571,1607.693426,-89.84722023,3626.423723,-2342.554401
2022-03-04T03:22:56,1,1,3467.954789,-2368.421405,1604.66357,-87.78015376,3626.423723,-2272.952012
2022-03-04T03:22:57,1,1,3471.0995,-2329.110967,1609.89975,-86.68999566,3626.423723,-2239.177662
2022-03-04T03:22:58,1,1,3474.234086,-2290.720695,1624.967864,-85.51696275,3626.423723,-2206.069521
2022-03-04T03:22:59,1,1,3475.651789,-2253.186003,1618.988969,-84.39269783,3626.423723,-2173.613983
2022-03-04T03:23:00,1,1,3479.816925,-2216.554204,1618.988969,-83.28071983,3626.423723,-2141.79759
2022-03-04T03:23:01,1,1,3477.75862,-2149.111879,1615.292328,-81.11463395,3626.423723,-2082.547752
2022-03-04T03:23:02,1,1,3478.383512,-2116.315196,1615.292328,-80.05986418,3319.009243,-2049.417006
2022-03-04T03:23:03,1,1,3486.069341,-2084.296915,1597.279365,-79.11237458,3319.009243,-2016.961893
2022-03-04T03:23:04,1,1,3461.755437,-2052.35008,1611.360218,-78.09942029,3319.009243,-1985.168439
2022-03-04T03:23:05,1,1,3443.214282,-2020.628562,1611.360218,-77.09787705,3319.009243,-1954.022824
2022-03-04T03:23:06,1,1,3373.926271,-1960.983214,1653.61168,-74.75646098,3318.60981,-1895.719255
2022-03-04T03:23:07,1,1,3356.757436,-1930.795447,1653.61168,-73.67806289,3318.60981,-1867.37837
2022-03-04T03:23:08,1,1,3329.547033,-1900.685607,1653.61168,-72.61583096,3626.423723,-1843.321907
2022-03-04T03:23:09,1,1,3280.610269,-1870.326226,1638.54985,-71.62884728,3626.423723,-1819.645909
2022-03-04T03:23:10,1,1,3251.471427,-1840.099427,1642.243,-70.64060718,3626.423723,-1796.345852
2022-03-04T03:23:11,1,1,3238.941459,-1810.286762,1642.243,-69.66618376,3626.423723,-1773.417091
2022-03-04T03:23:12,1,1,3138.912576,-1779.64087,1640.128838,-68.71333932,3626.423723,-1750.854882
2022-03-04T03:23:13,1,1,3309.714551,-1752.120387,1640.128838,-67.82465379,3626.423723,-1728.654395
2022-03-04T03:23:14,1,1,3418.481805,-1726.848274,1640.128838,-66.94586379,3626.423723,-1706.810727
2022-03-04T03:23:15,1,1,3511.790475,-1703.573556,1640.128838,-66.0770874,3626.423723,-1685.318917
2022-03-04T03:23:16,1,1,3556.225569,-1681.436001,1640.128838,-65.21842171,3626.423723,-1664.173956
2022-03-04T03:23:17,1,1,3610.746219,-1660.580195,1634.150816,-64.38978336,3626.423723,-1643.370801
2022-03-04T03:23:18,1,1,3610.089558,-1640.021393,1634.150816,-63.57050716,3626.423723,-1622.90438
2022-03-04T03:23:19,1,1,3497.71224,-1617.958736,1634.150816,-62.80371865,3626.423723,-1602.769608
2022-03-04T03:23:20,1,1,3503.836187,-1596.367355,1637.091826,-62.0345804,3626.423723,-1582.961389
2022-03-04T03:23:21,1,1,3431.351798,-1574.083416,1598.785042,-61.39570545,3626.423723,-1563.474631
2022-03-04T03:23:22,1,1,3417.988175,-1552.019188,1598.785042,-60.759133,3626.423723,-1544.304247
2022-03-04T03:23:23,1,1,3388.091781,-1529.958781,1598.785042,-60.12518833,3626.423723,-1525.445165
2022-03-04T03:23:24,1,1,3387.624682,-1508.307563,1598.785042,-59.4941725,3626.423723,-1506.892333
2022-03-04T03:23:25,1,1,3467.058644,-1488.109547,1603.382191,-58.88959097,3626.423723,-1488.640725
2022-03-04T03:23:26,1,1,3445.730609,-1467.989343,1603.382191,-58.28694527,3626.423723,-1470.685347
2022-03-04T03:23:27,1,1,3486.651643,-1448.76386,1576.86301,-57.76714359,3626.423723,-1453.021238
2022-03-04T03:23:28,1,1,3504.42198,-1430.104881,1591.351789,-57.20282288,3626.423723,-1435.643481
2022-03-04T03:23:29,1,1,3504.749787,-1411.7711,1591.351789,-56.63991522,3626.423723,-1418.547197
2022-03-04T03:23:30,1,1,3506.949129,-1393.780337,1612.405953,-56.0206785,3626.423723,-1401.727558
2022-03-04T03:23:31,1,1,3507.328254,-1376.103112,1608.709487,-55.41547777,3318.60981,-1382.6698
2022-03-04T03:23:32,1,1,3499.643123,-1358.63634,1608.709487,-54.81437077,3319.009243,-1363.966437
2022-03-04T03:23:33,1,1,3474.467286,-1341.175762,1628.927553,-54.16780813,3319.009243,-1345.607138
2022-03-04T03:23:34,1,1,3463.816535,-1323.901315,1632.621051,-53.51907881,3626.423723,-1329.970313
2022-03-04T03:23:35,1,1,3498.241828,-1307.320371,1632.621051,-52.8771689,3626.423723,-1314.584151
2022-03-04T03:23:36,1,1,3453.246774,-1290.529815,1630.669921,-52.24645341,3626.423723,-1299.444218
2022-03-04T03:23:37,1,1,3504.146189,-1274.589154,1630.669921,-51.62247797,3626.423723,-1284.546139
2022-03-04T03:23:38,1,1,3388.929277,-1257.722029,1630.669921,-51.00528013,3626.423723,-1269.885603
2022-03-04T03:23:39,1,1,3402.037357,-1241.296186,1619.300717,-50.41901032,3626.423723,-1255.458357
2022-03-04T03:23:40,1,1,3307.402099,-1224.27889,1619.300717,-49.83862448,3626.423723,-1241.260214
2022-03-04T03:23:41,1,1,3357.732478,-1208.047148,1619.300368,-49.26416879,3626.423723,-1227.287048
2022-03-04T03:23:42,1,1,3394.470572,-1192.457255,1654.410599,-48.62837485,3626.423723,-1213.534799
2022-03-04T03:23:43,1,1,3370.411861,-1176.932413,1654.410425,-48.00118787,3626.423723,-1199.999469
2022-03-04T03:23:44,1,1,3510.907945,-1162.999696,1654.410425,-47.38253959,3626.423723,-1186.677125
2022-03-04T03:23:45,1,1,3463.165459,-1148.850449,1607.176057,-46.85902733,3626.423723,-1173.5639
2022-03-04T03:23:46,1,1,3554.466793,-1135.801647,1607.176057,-46.34058685,3626.423723,-1160.655989
2022-03-04T03:23:47,1,1,3468.480188,-1122.1686,1607.176057,-45.82725391,3626.423723,-1147.949652
2022-03-04T03:23:48,1,1,3362.907565,-1107.869442,1607.176057,-45.31905773,3626.423723,-1135.441214
2022-03-04T03:23:49,1,1,3358.589174,-1093.795893,1603.479591,-44.82277839,3626.423723,-1123.127063
2022-03-04T03:23:50,1,1,3342.256788,-1079.849789,1603.479591,-44.33142283,3626.423723,-1111.00365
2022-03-04T03:23:51,1,1,3446.261942,-1066.987886,1598.621488,-43.85364719,3626.423723,-1099.067489
2022-03-04T03:23:52,1,1,3433.454788,-1054.243086,1597.089977,-43.38320328,3626.423723,-1087.315157
2022-03-04T03:23:53,1,1,3455.816165,-1041.896104,1597.089977,-42.91731925,3626.423723,-1075.743293
2022-03-04T03:23:54,1,1,3474.668369,-1029.907793,1627.418385,-42.40698634,3626.423723,-1064.348597
2022-03-04T03:23:55,1,1,3475.341088,-1018.124422,1627.418385,-41.90305532,3626.423723,-1053.127829
2022-03-04T03:23:56,1,1,3476.40969,-1006.54481,1627.418385,-41.40547604,3626.423723,-1042.077811
2022-03-04T03:23:57,1,1,3475.42592,-984.7090835,1599.464918,-40.51238548,3166.90977,-1018.782111
2022-03-04T03:23:58,1,1,3473.41998,-974.0236636,1599.464918,-40.0728844,3166.90977,-1006.254424
2022-03-04T03:23:59,1,1,3470.064761,-963.4749414,1627.418385,-39.59814379,3166.90977,-993.9363938
2022-03-04T03:24:00,1,1,3460.934,-953.0206777,1627.418385,-39.12951806,3168.623444,-981.8310197
2022-03-04T03:24:01,1,1,3464.149927,-942.7472988,1627.418385,-38.66694593,3171.21956,-969.9376219
2022-03-04T03:24:02,1,1,3452.54473,-932.5498801,1639.542347,-38.19509675,3171.21956,-958.2414318
2022-03-04T03:24:03,1,1,3421.583227,-922.3024276,1639.542347,-37.72972326,3169.598142,-946.7322138
2022-03-04T03:24:04,1,1,3371.329301,-911.8948802,1639.542347,-37.27074351,3166.90977,-935.4023493
2022-03-04T03:24:05,1,1,3385.308042,-901.7398861,1620.78056,-36.8405999,3166.90977,-924.2589442
2022-03-04T03:24:06,1,1,3335.23914,-891.444679,1620.78056,-36.4158877,3166.90977,-913.2983929
2022-03-04T03:24:07,1,1,3379.068193,-881.5750041,1620.78056,-35.9965507,3166.90977,-902.5171617
2022-03-04T03:24:08,1,1,3187.634642,-870.8050839,1629.870128,-35.57206805,3166.90977,-891.9117881
2022-03-04T03:24:09,1,1,3218.239015,-860.3773634,1629.870128,-35.15321248,3166.90977,-881.4788795
2022-03-04T03:24:10,1,1,3139.537818,-849.737265,1629.870128,-34.73991436,3166.90977,-871.2151121
2022-03-04T03:24:11,1,1,3171.52219,-839.4355296,1649.921497,-34.31141546,3166.90977,-861.1172294
2022-03-04T03:24:12,1,1,3194.538832,-829.4214448,1649.921497,-33.88905461,3166.90977,-851.1820414
2022-03-04T03:24:13,1,1,3264.012915,-819.9185936,1649.921497,-33.47273958,3166.90977,-841.4064235
2022-03-04T03:24:14,1,1,3394.652803,-811.2516313,1623.721744,-33.08817782,3166.90977,-831.7873149
2022-03-04T03:24:15,1,1,3267.322401,-802.0633728,1623.721744,-32.70859331,3166.90977,-822.3217178
2022-03-04T03:24:16,1,1,3300.718891,-793.1881334,1623.721744,-32.34571011,3166.90977,-813.006696
2022-03-04T03:24:17,1,1,3254.290774,-784.2318713,1503.802428,-32.12903105,3166.90977,-803.839374
2022-03-04T03:24:18,1,1,3211.16202,-775.2239147,1498.564502,-31.91914284,3166.90977,-794.8169356
2022-03-04T03:24:19,1,1,3193.201073,-766.2854522,1498.564502,-31.70872058,3166.90977,-785.936623
2022-03-04T03:24:20,1,1,3201.351557,-757.530284,1502.369015,-31.49281038,3166.90977,-777.1957354
2022-03-04T03:24:21,1,1,3285.403788,-749.2903121,1488.584375,-31.29494942,3166.90977,-768.591628
2022-03-04T03:24:22,1,1,3249.153739,-741.0200004,1491.935754,-31.09201212,3166.90977,-760.1217112
2022-03-04T03:24:23,1,1,3284.88991,-733.0381243,1471.482743,-30.9156551,3166.90977,-751.7834488
2022-03-04T03:24:24,1,1,3308.390058,-725.2848491,1486.717902,-30.71821404,3166.90977,-743.5743578
2022-03-04T03:24:25,1,1,3307.551515,-717.6477975,1486.717902,-30.52032333,3166.90977,-735.4920066
2022-03-04T03:24:26,1,1,3309.48938,-710.1368131,1486.717902,-30.32207171,3166.90977,-727.5340141
2022-03-04T03:24:27,1,1,3312.036428,-702.7519132,1495.552101,-30.11288921,3166.90977,-719.6980492
2022-03-04T03:24:28,1,1,3313.143081,-695.4844199,1499.99582,-29.8986581,3167.638009,-711.9838969
2022-03-04T03:24:29,1,1,3320.844968,-688.3594381,1499.99582,-29.68479047,3171.21956,-704.3972624
2022-03-04T03:24:30,1,1,3326.351005,-681.3646463,1489.949364,-29.48275715,3171.21956,-696.9256403
2022-03-04T03:24:31,1,1,3304.22597,-674.3853846,1489.949364,-29.28085224,3168.623444,-689.5597787
2022-03-04T03:24:32,1,1,3302.841082,-667.506077,1487.788597,-29.08154896,3167.638009,-682.3022188
2022-03-04T03:24:33,1,1,3341.975063,-660.8848659,1490.59049,-28.87935334,3166.90977,-675.1516968
2022-03-04T03:24:34,1,1,3278.671706,-654.1165467,1490.59049,-28.67748906,3166.90977,-668.1081941
2022-03-04T03:24:35,1,1,3293.659002,-647.5067123,1515.888512,-28.45012069,3166.90977,-661.1697405
2022-03-04T03:24:36,1,1,3310.026299,-641.0569035,1515.888512,-28.22397295,3166.90977,-654.3344066
2022-03-04T03:24:37,1,1,3214.957805,-634.3615943,1501.853043,-28.01276654,3166.90977,-647.600303
2022-03-04T03:24:38,1,1,3229.520245,-627.8191937,1501.853043,-27.80241946,3166.90977,-640.9655797
2022-03-04T03:24:39,1,1,3252.039067,-621.4537247,1501.853043,-27.59296606,3166.90977,-634.4284248
2022-03-04T03:24:40,1,1,3216.181757,-615.0628024,1516.652173,-27.37070851,3166.90977,-627.9870642
2022-03-04T03:24:41,1,1,3282.033907,-608.990626,1516.652173,-27.1498169,3166.90977,-621.6397603
2022-03-04T03:24:42,1,1,3310.173271,-603.1043604,1519.656544,-26.9276746,3166.90977,-615.3848116
2022-03-04T03:24:43,1,1,3351.434679,-597.446406,1519.656544,-26.70700945,3166.90977,-609.2205515
2022-03-04T03:24:44,1,1,3333.105429,-591.8047508,1519.656021,-26.48783413,3166.90977,-603.145348
2022-03-04T03:24:45,1,1,3264.775004,-586.0167683,1519.656021,-26.27015912,3166.90977,-597.1576026
2022-03-04T03:24:46,1,1,3173.19788,-580.0305686,1248.190496,-26.35949773,3166.90977,-591.2557496
2022-03-04T03:24:47,1,1,3218.565425,-574.2705475,1248.190496,-26.44162525,3166.90977,-585.4382557
2022-03-04T03:24:48,1,1,3245.352717,-568.6769101,1250.458786,-26.51363355,3166.90977,-579.7036189
2022-03-04T03:24:49,1,1,3252.393056,-563.1859702,1224.834964,-26.61468385,3166.90977,-574.0503679
2022-03-04T03:24:50,1,1,3288.04265,-557.8828004,1217.211537,-26.71904917,3166.90977,-568.4770615
2022-03-04T03:24:51,1,1,3290.392804,-552.6618126,1231.912308,-26.79565074,3166.90977,-562.9822881
2022-03-04T03:24:52,1,1,3290.737717,-547.5153553,1233.982046,-26.86280093,3166.90977,-557.5646647
2022-03-04T03:24:53,1,1,3292.335208,-542.4458007,1226.549665,-26.93344928,3166.90977,-552.2228366
2022-03-04T03:24:54,1,1,3292.821507,-537.4484178,1227.749005,-26.99608468,3166.90977,-546.9554764
2022-03-04T03:24:55,1,1,3293.040743,-532.5211201,1235.094285,-27.04307875,3166.90977,-541.7612839
2022-03-04T03:24:56,1,1,3291.275334,-527.6569625,1235.094285,-27.08435473,3016.814467,-536.3505896
2022-03-04T03:24:57,1,1,3289.730209,-522.8555587,1235.094285,-27.12010402,3016.814467,-531.0171538
2022-03-04T03:24:58,1,1,3285.534003,-518.1085043,1240.6814,-27.14369037,3016.814467,-525.7596027
2022-03-04T03:24:59,1,1,3275.114357,-513.3980733,1240.6814,-27.16229907,3016.948389,-520.5768246
2022-03-04T03:25:00,1,1,3282.151904,-508.7714234,1251.851179,-27.16302357,3017.218675,-515.4677293
2022-03-04T03:25:01,1,1,3265.094433,-504.1624933,1251.851179,-27.15945436,3017.186828,-510.4304944
2022-03-04T03:25:02,1,1,3235.895894,-499.5411474,1251.851179,-27.1517417,3016.814467,-505.4632819
2022-03-04T03:25:03,1,1,3214.133576,-494.929058,1250.184479,-27.14188629,3016.814467,-500.5654974
2022-03-04T03:25:04,1,1,3220.454067,-490.3966686,1250.184479,-27.12812481,3016.814467,-495.7359276
2022-03-04T03:25:05,1,1,3167.031692,-485.7988415,1242.289364,-27.11920467,3016.814467,-490.9733842
2022-03-04T03:25:06,1,1,3191.615103,-481.3231951,1242.289364,-27.1064232,3016.814467,-486.2767029
2022-03-04T03:25:07,1,1,3123.776213,-476.7550255,1242.289364,-27.08991542,3016.814467,-481.6447431
2022-03-04T03:25:08,1,1,3063.769077,-472.1229247,1240.326276,-27.07188127,3016.814467,-477.0763872
2022-03-04T03:25:09,1,1,3112.715616,-467.6605769,1240.326276,-27.05032457,3016.814467,-472.5705402
2022-03-04T03:25:10,1,1,3045.26423,-463.1215532,1240.326276,-27.02536951,3016.814467,-468.1261292
2022-03-04T03:25:11,1,1,3111.561834,-458.7831143,1240.326276,-26.99713646,3016.814467,-463.7421028
2022-03-04T03:25:12,1,1,3152.380232,-454.5913957,1240.326276,-26.96574208,3016.814467,-459.4174309
2022-03-04T03:25:13,1,1,3180.056337,-450.5164438,1248.226541,-26.9235666,3016.814467,-455.1511037
2022-03-04T03:25:14,1,1,3172.209921,-446.4799384,1250.184479,-26.87677542,3016.814467,-450.9421318
2022-03-04T03:25:15,1,1,3128.794554,-442.4083187,1250.184479,-26.82739286,3016.814467,-446.7895453
2022-03-04T03:25:16,1,1,3103.283579,-438.3416717,1179.008524,-26.84565562,3016.814467,-442.6923938
