Cylinder heating zone 1,Cylinder heating zone 2,Cylinder heating zone 3,Cylinder heating zone 4,Cylinder heating zone 5,Temperature of support housing,Timestamp,Maximum injection pressure,Injection time,Dosage time,Material cushion,Switch-over volume,Mould temperature control unit 1,Oil temperature,RF_result,ANN_result,lstm_pred_err1,lstm_err1_act_a,ANN_result_act_a,lstm_err1_act_b,ANN_result_act_b,lstm_err1_act_c,ANN_result_act_c,sec
290,301.6,314.9,320.1,320.1,44,2022-03-04T03:23:12,1475.49207,0.234,3.144,0.883340359,1.41334462,95,40,1,1,3203.935958,4021.854971,0,5051.449514,0,3417.450558,1,124
289.9,301.6,315,320.1,320,44,2022-03-04T03:23:13,1475.49207,0.234,3.144,0.883340359,1.41334462,95,40,1,1,3227.5356,4031.995685,0,5051.146494,0,3435.822048,1,125
289.9,301.6,315,320,320,44,2022-03-04T03:23:14,1475.49207,0.234,3.144,0.883340359,1.41334462,95,40,1,1,3294.314616,4110.701769,0,5105.957596,0,3508.827996,1,126
289.9,301.6,315,320,320,44,2022-03-04T03:23:15,1475.49207,0.234,3.144,0.883340359,1.41334462,95,40,1,1,3486.530854,4296.759499,0,5300.540745,0,3701.423009,1,127
289.8,301.6,314.9,320,320,44,2022-03-04T03:23:16,1475.49207,0.234,3.144,0.883340359,1.41334462,95,40,1,1,3502.344125,4334.357432,0,5332.303089,0,3720.771985,1,128
289.8,301.6,314.9,320,320,44,2022-03-04T03:23:17,1475.49207,0.234,3.144,0.883340359,1.41334462,95,40,1,1,3592.431981,4422.961255,0,5408.755371,0,3808.629778,1,129
289.8,301.6,314.9,320,320,44,2022-03-04T03:23:18,1475.49207,0.234,3.144,0.883340359,1.41334462,95,40,1,1,3632.769665,4451.466826,0,5449.234093,0,3845.303288,1,130
289.8,301.7,314.9,319.9,320,44,2022-03-04T03:23:19,1475.49207,0.234,3.144,0.883340359,1.41334462,95,40,1,1,3526.371417,4284.574794,0,5277.055958,0,3726.089856,1,131
289.8,301.7,314.9,319.9,320,44,2022-03-04T03:23:20,1475.49207,0.234,3.144,0.883340359,1.41334462,95,40,1,1,3516.036602,4270.481548,0,5251.663678,0,3712.545747,1,132
289.8,301.7,314.9,319.9,320,44,2022-03-04T03:23:21,1475.49207,0.234,3.144,0.883340359,1.41334462,95,40,1,1,3451.069426,4186.070439,0,5151.239263,0,3643.098196,1,133
289.8,301.6,315,319.9,320.1,44,2022-03-04T03:23:22,1475.49207,0.234,3.144,0.883340359,1.41334462,95,40,1,1,3395.744445,4096.221369,0,5061.301172,0,3570.56179,1,134
289.8,301.6,315,319.9,320.1,44,2022-03-04T03:23:23,1475.49207,0.234,3.144,0.883340359,1.41334462,95,40,1,1,3377.065745,4050.13991,0,5012.824175,0,3545.06827,1,135
289.8,301.6,315,319.9,320.1,44,2022-03-04T03:23:24,1475.49207,0.234,3.144,0.883340359,1.41334462,95,40,1,1,3403.428877,4028.832821,0,4992.055401,0,3562.481476,1,136
