Cylinder heating zone 1,Cylinder heating zone 2,Cylinder heating zone 3,Cylinder heating zone 4,Cylinder heating zone 5,Temperature of support housing,Timestamp,sec,Maximum injection pressure,Injection time,Dosage time,Material cushion,Switch-over volume,Mould temperature control unit 1,Oil temperature,RF_result,ANN_result,lstm_pred_err1,lstm_pred_err2,lstm_err1_act_a,ANN_result_act_a,lstm_err1_act_b,ANN_result_act_b,lstm_err1_act_c,ANN_result_act_c
290,301.5,314.9,319.9,319.9,46,2022-03-04T03:26:24,326,1491.34583,0.234,3.048,0.917315,0,95,41,1,1,1205.080157,882.5350141,1781.221363,1,2369.015505,0,1446.511043,1
290,301.5,314.9,319.9,319.9,46,2022-03-04T03:26:25,327,0,0.234,3.048,0,0,95,41,1,1,1205.080157,882.5350141,1781.221363,1,2369.015505,0,1446.511043,1
290,301.5,314.9,319.9,319.9,46,2022-03-04T03:26:26,328,0,0.234,3.128,0,0,95,41,1,1,1192.430796,922.1325462,1756.964537,1,2344.10708,0,1428.518939,1
290.1,301.5,314.9,319.9,319.9,47,2022-03-04T03:26:27,329,0,0.234,3.128,0,1.41334462,95,41,1,1,1195.409771,905.0100271,1762.438281,1,2349.730764,0,1432.729545,1
290.1,301.5,314.9,319.9,319.9,47,2022-03-04T03:26:28,330,1465.70007,0.234,3.128,0.875412941,1.41334462,95,41,1,1,1195.409771,905.0100271,1762.438281,1,2349.730764,0,1432.729545,1
290.1,301.5,314.9,319.9,319.9,47,2022-03-04T03:26:29,331,1465.70007,0.234,3.128,0.875412941,1.41334462,95,41,1,1,1181.605144,876.6202569,1736.063802,1,2323.363267,0,1413.324102,1
290.1,301.5,314.9,319.9,319.9,47,2022-03-04T03:26:30,332,1465.70007,0.234,3.128,0.875412941,1.41334462,95,41,1,1,1180.395419,889.4030095,1733.387412,1,2320.714107,0,1411.377335,1
290.1,301.5,314.9,319.9,319.9,47,2022-03-04T03:26:31,333,1465.70007,0.234,3.128,0.875412941,1.41334462,95,41,1,1,1180.395419,889.4030095,1733.387412,1,2320.714107,0,1411.377335,1
290.1,301.5,314.9,319.9,319.9,47,2022-03-04T03:26:32,334,1465.70007,0.234,3.128,0.875412941,1.41334462,95,41,1,1,1193.048881,830.5285243,1757.617707,1,2345.049481,0,1429.375024,1
290.1,301.6,315,319.9,319.9,47,2022-03-04T03:26:33,335,1465.70007,0.234,3.128,0.875412941,1.41334462,95,41,1,1,1193.048881,830.5285243,1757.617707,1,2345.049481,0,1429.375024,1
290.1,301.6,315,319.9,319.9,47,2022-03-04T03:26:34,336,1465.70007,0.234,3.128,0.875412941,1.41334462,95,41,1,1,1192.552371,879.6824148,1752.458329,1,2338.442901,0,1427.5041,1
290.1,301.5,315,319.9,319.9,47,2022-03-04T03:26:35,337,1465.70007,0.234,3.128,0.875412941,1.41334462,95,41,1,1,1178.81966,924.7661635,1732.422669,1,2321.568534,0,1410.247292,1
290.1,301.5,315,320,319.9,47,2022-03-04T03:26:36,338,1465.70007,0.234,3.128,0.875412941,1.41334462,95,41,1,1,1160.710257,933.4632611,1696.377717,1,2285.099947,0,1384.665973,1
290.1,301.5,315,320,319.9,47,2022-03-04T03:26:37,339,1465.70007,0.234,3.128,0.875412941,1.41334462,95,41,1,1,1093.513628,760.5828846,1689.124251,1,2279.539102,0,1377.660718,1
290,301.5,315,319.9,319.9,47,2022-03-04T03:26:38,340,1465.70007,0.234,3.128,0.875412941,1.41334462,95,41,1,1,1108.337632,773.1317188,1712.013819,1,2298.213264,0,1396.447815,1
290,301.5,315,319.9,319.9,47,2022-03-04T03:26:39,341,1465.70007,0.234,3.128,0.875412941,1.41334462,95,41,1,1,1108.337632,773.1317188,1712.013819,1,2298.213264,0,1396.447815,1
289.9,301.5,315,319.9,319.9,47,2022-03-04T03:26:40,342,1465.70007,0.234,3.128,0.875412941,1.41334462,95,41,1,1,1108.337632,773.1317188,1712.013819,1,2298.213264,0,1396.447815,1
289.9,301.6,315,320,319.9,47,2022-03-04T03:26:41,343,1465.70007,0.234,3.128,0.875412941,1.41334462,95,41,1,1,1108.337632,773.1317188,1712.013819,1,2298.213264,0,1396.447815,1
289.9,301.6,315,320,319.9,47,2022-03-04T03:26:42,344,1465.70007,0.234,3.128,0.875412941,1.41334462,95,41,1,1,1108.337632,773.1317188,1712.013819,1,2298.213264,0,1396.447815,1
289.9,301.6,315,320,319.9,47,2022-03-04T03:26:43,345,1465.70007,0.234,3.128,0.875412941,1.41334462,95,41,1,1,1107.32672,717.9719783,1709.927586,1,2296.023173,0,1395.032555,1
289.9,301.5,314.9,320,319.9,47,2022-03-04T03:26:44,346,1465.70007,0.234,3.128,0.875412941,1.41334462,95,41,1,1,1107.32672,717.9719783,1709.927586,1,2296.023173,0,1395.032555,1
289.9,301.5,314.9,320,319.9,47,2022-03-04T03:26:45,347,1465.70007,0.234,3.128,0.875412941,1.41334462,95,41,1,1,1114.793575,735.03129,1724.492469,1,2310.482976,0,1405.661226,1
289.9,301.5,314.9,320,319.9,47,2022-03-04T03:26:46,348,1465.70007,0.234,3.128,0.875412941,1.41334462,95,41,1,1,1113.159167,737.1468765,1721.727581,1,2307.537603,0,1403.401489,1
289.9,301.5,314.9,320,319.9,47,2022-03-04T03:26:47,349,1465.70007,0.234,3.128,0.875412941,1.41334462,95,41,1,1,1113.159167,737.1468765,1721.727581,1,2307.537603,0,1403.401489,1
289.9,301.5,314.9,320,319.9,47,2022-03-04T03:26:48,350,1465.70007,0.234,3.128,0.875412941,1.41334462,95,41,1,1,1120.996418,743.9735244,1736.23172,1,2322.509888,0,1414.438872,1
289.9,301.5,314.9,320,319.9,47,2022-03-04T03:26:49,351,1465.70007,0.234,3.128,0.875412941,1.41334462,95,41,1,1,1120.996418,743.9735244,1736.23172,1,2322.509888,0,1414.438872,1
290,301.5,314.9,320,319.9,47,2022-03-04T03:26:50,352,1465.70007,0.234,3.128,0.875412941,1.41334462,95,41,1,1,1127.199088,758.2860738,1747.968878,1,2334.533483,0,1423.215993,1
290,301.6,315,320.1,319.9,47,2022-03-04T03:26:51,353,1465.70007,0.234,3.128,0.875412941,1.41334462,95,41,1,1,1118.083686,739.9287682,1730.635616,1,2316.862291,0,1410.330902,1
290,301.6,315,320.1,319.9,47,2022-03-04T03:26:52,354,1465.70007,0.234,3.128,0.875412941,1.41334462,95,41,1,1,1118.083686,739.9287682,1730.635616,1,2316.862291,0,1410.330902,1
290.1,301.5,314.9,320.1,319.9,47,2022-03-04T03:26:53,355,1465.70007,0.234,3.128,0.875412941,1.41334462,95,41,1,1,1118.083686,739.9287682,1730.635616,1,2316.862291,0,1410.330902,1
290.1,301.5,314.9,319.9,319.9,47,2022-03-04T03:26:54,356,0,0.234,3.126,0,0,95,41,1,1,1119.095995,787.0922047,1732.755538,1,2319.056222,0,1411.749041,1
290.1,301.5,314.9,319.9,319.9,47,2022-03-04T03:26:55,357,0,0.234,3.126,0,0,95,41,1,1,1119.095995,787.0922047,1732.755538,1,2319.056222,0,1411.749041,1
290.1,301.5,314.9,319.9,319.9,47,2022-03-04T03:26:56,358,0,0.234,3.126,0,0,95,41,1,1,1119.095995,787.0922047,1732.755538,1,2319.056222,0,1411.749041,1
290.1,301.5,314.9,319.9,319.9,47,2022-03-04T03:26:57,359,1466.47717,0.234,3.126,0.8799429,1.41334462,95,41,1,1,1119.095995,787.0922047,1732.755538,1,2319.056222,0,1411.749041,1
290.1,301.5,314.9,319.9,319.9,47,2022-03-04T03:26:58,360,1466.47717,0.234,3.126,0.8799429,1.41334462,95,41,1,1,1119.095995,787.0922047,1732.755538,1,2319.056222,0,1411.749041,1
290.1,301.5,314.9,320,319.9,47,2022-03-04T03:26:59,361,1466.47717,0.234,3.126,0.8799429,1.41334462,95,41,1,1,1119.095995,787.0922047,1732.755538,1,2319.056222,0,1411.749041,1
290.1,301.5,314.9,320,319.9,47,2022-03-04T03:27:00,362,1466.47717,0.234,3.126,0.8799429,1.41334462,95,41,1,1,1112.894286,780.8001267,1720.991849,1,2307.157256,0,1402.967992,1
290.1,301.5,314.9,320,319.9,47,2022-03-04T03:27:01,363,1466.47717,0.234,3.126,0.8799429,1.41334462,95,41,1,1,1110.252195,729.5248163,1716.047692,1,2302.011493,0,1399.29125,1
290,301.5,314.9,319.9,319.9,47,2022-03-04T03:27:02,364,1466.47717,0.234,3.126,0.8799429,1.41334462,95,41,1,1,1110.252195,729.5248163,1716.047692,1,2302.011493,0,1399.29125,1
290,301.5,314.9,319.9,319.9,47,2022-03-04T03:27:03,365,1466.47717,0.234,3.126,0.8799429,1.41334462,95,41,1,1,1105.071871,776.3612543,1706.396071,1,2292.294589,0,1391.923977,1
290,301.5,314.9,319.9,319.9,47,2022-03-04T03:27:04,366,1466.47717,0.234,3.126,0.8799429,1.41334462,95,41,1,1,1093.360809,752.8845397,1685.484689,1,2274.122087,0,1376.491314,1
289.9,301.5,315.1,320,320,47,2022-03-04T03:27:05,367,1466.47717,0.234,3.126,0.8799429,1.41334462,95,41,1,1,1093.360809,752.8845397,1685.484689,1,2274.122087,0,1376.491314,1
289.9,301.5,315.1,320,320,47,2022-03-04T03:27:06,368,1466.47717,0.234,3.126,0.8799429,1.41334462,95,41,1,1,1093.360809,752.8845397,1685.484689,1,2274.122087,0,1376.491314,1
289.9,301.5,315.1,320,320,47,2022-03-04T03:27:07,369,1466.47717,0.234,3.126,0.8799429,1.41334462,95,41,1,1,1108.783523,772.9017108,1712.91939,1,2299.121976,0,1397.077246,1
289.9,301.5,315,320,320,47,2022-03-04T03:27:08,370,1466.47717,0.234,3.126,0.8799429,1.41334462,95,41,1,1,1108.783523,772.9017108,1712.91939,1,2299.121976,0,1397.077246,1
289.9,301.5,315,320,320,47,2022-03-04T03:27:09,371,1466.47717,0.234,3.126,0.8799429,1.41334462,95,41,1,1,1107.152169,774.5149721,1710.111214,1,2296.16421,0,1394.814978,1
289.9,301.5,315,320,320,47,2022-03-04T03:27:10,372,1466.47717,0.234,3.126,0.8799429,1.41334462,95,41,1,1,1107.152169,774.5149721,1710.111214,1,2296.16421,0,1394.814978,1
289.9,301.6,314.9,320,320,47,2022-03-04T03:27:11,373,1466.47717,0.234,3.126,0.8799429,1.41334462,95,41,1,1,1107.152169,774.5149721,1710.111214,1,2296.16421,0,1394.814978,1
289.9,301.6,314.9,320,320,47,2022-03-04T03:27:12,374,1466.47717,0.234,3.126,0.8799429,1.41334462,95,41,1,1,1114.979472,778.9825635,1724.664052,1,2311.021989,0,1405.858905,1
289.9,301.6,314.9,320,320,47,2022-03-04T03:27:13,375,1466.47717,0.234,3.126,0.8799429,1.41334462,95,41,1,1,1114.979472,778.9825635,1724.664052,1,2311.021989,0,1405.858905,1
290,301.5,314.9,319.9,320,47,2022-03-04T03:27:14,376,1466.47717,0.234,3.126,0.8799429,1.41334462,95,41,1,1,1114.979472,778.9825635,1724.664052,1,2311.021989,0,1405.858905,1
290,301.5,314.9,319.9,320,47,2022-03-04T03:27:15,377,1466.47717,0.234,3.126,0.8799429,1.41334462,95,41,1,1,1135.463553,724.0307148,1764.066143,1,2351.314989,0,1435.015203,1
290,301.5,314.9,319.9,320,47,2022-03-04T03:27:16,378,1466.47717,0.234,3.126,0.8799429,1.41334462,95,41,1,1,1135.463553,724.0307148,1764.066143,1,2351.314989,0,1435.015203,1
290,301.5,314.9,319.9,320,47,2022-03-04T03:27:17,379,1466.47717,0.234,3.126,0.8799429,1.41334462,95,41,1,1,1135.463553,724.0307148,1764.066143,1,2351.314989,0,1435.015203,1
290,301.5,314.9,319.9,319.9,47,2022-03-04T03:27:18,380,1466.47717,0.234,3.126,0.8799429,1.41334462,95,41,1,1,1128.997574,751.6478941,1751.59465,1,2338.290867,0,1425.806591,1
290,301.5,314.9,319.9,319.9,47,2022-03-04T03:27:19,381,1466.47717,0.234,3.126,0.8799429,1.41334462,95,41,1,1,1128.997574,751.6478941,1751.59465,1,2338.290867,0,1425.806591,1
290.2,301.5,314.9,319.9,319.9,47,2022-03-04T03:27:20,382,1466.47717,0.234,3.126,0.8799429,1.41334462,95,41,1,1,1128.997923,751.6478299,1751.595,1,2338.290867,0,1425.806591,1
290.2,301.5,314.9,320,320,47,2022-03-04T03:27:21,383,1466.47717,0.234,3.126,0.8799429,1.41334462,95,41,1,1,1115.052347,768.6686788,1724.511146,1,2311.128815,0,1405.966953,1
290.2,301.5,314.9,320,320,47,2022-03-04T03:27:22,384,0,0.234,3.126,0,0,95,41,1,1,1115.052608,768.6686147,1724.51132,1,2311.12864,0,1405.967214,1
290.1,301.4,314.9,320,320,47,2022-03-04T03:27:23,385,0,0.234,3.126,0,0,95,41,1,1,1115.052608,768.6686147,1724.51132,1,2311.12864,0,1405.967214,1
290.1,301.4,314.9,320,320,47,2022-03-04T03:27:24,386,0,0.234,3.126,0,0,95,41,1,1,1117.968657,772.0547582,1730.099046,1,2316.629265,0,1410.077279,1
290.1,301.4,314.9,320,320,47,2022-03-04T03:27:25,387,1517.76892,0.234,3.128,1.010179,1.41334462,95,41,1,1,1117.968657,772.0547582,1730.099046,1,2316.629265,0,1410.077279,1
290.2,301.5,314.9,320,320,48,2022-03-04T03:27:26,388,1517.76892,0.234,3.128,1.010179,1.41334462,95,41,1,1,1117.968657,772.0547582,1730.099046,1,2316.629265,0,1410.077279,1
290.2,301.5,315,320,320,48,2022-03-04T03:27:27,389,1517.76892,0.234,3.128,1.010179,1.41334462,95,41,1,1,1117.968657,772.0547582,1730.099046,1,2316.629265,0,1410.077279,1
290.2,301.5,315,320,320,48,2022-03-04T03:27:28,390,1517.76892,0.234,3.128,0.9275074,1.41334462,95,41,1,1,1114.979472,778.9825635,1724.664052,1,2311.021989,0,1405.858905,1
290.1,301.4,315,320,320,48,2022-03-04T03:27:29,391,1517.76892,0.234,3.128,0.9275074,1.41334462,95,41,1,1,1114.979472,778.9825635,1724.664052,1,2311.021989,0,1405.858905,1
290.1,301.4,315,320,320,48,2022-03-04T03:27:30,392,1517.76892,0.234,3.128,0.9275074,1.41334462,95,41,1,1,1102.594469,767.0632383,1701.17176,1,2287.218298,0,1388.294189,1
290.1,301.4,315,320,320,48,2022-03-04T03:27:31,393,1517.76892,0.234,3.128,0.9275074,1.41334462,95,41,1,1,1103.948461,761.5265712,1703.832964,1,2289.871298,0,1390.253524,1
290,301.5,314.9,320,320,48,2022-03-04T03:27:32,394,1517.76892,0.234,3.128,0.9275074,1.41334462,95,41,1,1,1088.429569,737.5549035,1676.228425,1,2264.735957,0,1369.542003,1
290,301.5,314.9,320.1,320,48,2022-03-04T03:27:33,395,1517.76892,0.234,3.128,0.9275074,1.41334462,95,41,1,1,1102.123181,771.6709628,1702.631355,1,2291.082333,0,1388.993964,1
290,301.5,314.9,320.1,320,48,2022-03-04T03:27:34,396,1517.76892,0.234,3.128,0.9275074,1.41334462,95,41,1,1,1102.123181,771.6709628,1702.631355,1,2291.082333,0,1388.993964,1
290,301.5,315,320,320,48,2022-03-04T03:27:35,397,1517.76892,0.234,3.128,0.9275074,1.41334462,95,41,1,1,1117.466299,783.3797678,1729.671047,1,2315.433416,0,1409.370522,1
290,301.5,315,320,320,48,2022-03-04T03:27:36,398,1517.76892,0.234,3.128,0.9275074,1.41334462,95,41,1,1,1042.492639,661.4022528,1703.291507,1,2289.082328,0,1389.964555,1
290,301.5,315,320,320,48,2022-03-04T03:27:37,399,1517.76892,0.234,3.128,0.9275074,1.41334462,95,41,1,1,1048.988903,621.8897877,1715.804019,1,2301.392535,0,1399.187218,1
290,301.5,315,320,319.9,48,2022-03-04T03:27:38,400,1517.76892,0.234,3.128,0.9275074,1.41334462,95,41,1,1,1049.182392,621.259317,1716.191348,1,2301.810585,0,1399.474005,1
290,301.5,315,320,319.9,48,2022-03-04T03:27:39,401,1517.76892,0.234,3.128,0.9275074,1.41334462,95,41,1,1,1062.834723,648.6210387,1742.492515,1,2328.728615,0,1418.878139,1
289.9,301.5,314.9,320.1,320,48,2022-03-04T03:27:40,402,1517.76892,0.234,3.128,0.9275074,1.41334462,95,41,1,1,1062.834723,648.6210387,1742.492515,1,2328.728615,0,1418.878139,1
289.9,301.5,314.9,320.1,320,48,2022-03-04T03:27:41,403,1517.76892,0.234,3.128,0.9275074,1.41334462,95,41,1,1,1062.834723,648.6210387,1742.492515,1,2328.728615,0,1418.878139,1
290.1,301.5,314.9,320.1,320,48,2022-03-04T03:27:42,404,1517.76892,0.234,3.128,0.9275074,1.41334462,95,41,1,1,1055.086579,676.2277047,1727.187536,1,2313.299007,0,1407.809862,1
290.1,301.5,314.9,320,319.9,48,2022-03-04T03:27:43,405,1517.76892,0.234,3.128,0.9275074,1.41334462,95,41,1,1,1053.193225,678.3256624,1724.396117,1,2310.342986,0,1405.543754,1
290.1,301.5,314.9,320,319.9,48,2022-03-04T03:27:44,406,1517.76892,0.234,3.128,0.9275074,1.41334462,95,41,1,1,1053.193225,678.3256624,1724.396117,1,2310.342986,0,1405.543754,1
290.1,301.5,314.9,320,319.9,48,2022-03-04T03:27:45,407,1517.76892,0.234,3.128,0.9275074,1.41334462,95,41,1,1,1061.556049,644.061521,1739.668978,1,2325.868772,0,1417.028423,1
290.1,301.5,314.9,320,319.9,48,2022-03-04T03:27:46,408,1517.76892,0.234,3.128,0.9275074,1.41334462,95,41,1,1,1061.556049,644.061521,1739.668978,1,2325.868772,0,1417.028423,1
290.1,301.5,314.9,320,319.9,48,2022-03-04T03:27:47,409,1517.76892,0.234,3.128,0.9275074,1.41334462,95,41,1,1,1061.556049,644.061521,1739.668978,1,2325.868772,0,1417.028423,1
290.1,301.5,314.9,320,319.9,48,2022-03-04T03:27:48,410,1517.76892,0.234,3.128,0.9275074,1.41334462,95,41,1,1,1058.566951,652.2891792,1734.228923,1,2320.086945,0,1412.806733,1
290.1,301.5,315,320,319.9,48,2022-03-04T03:27:49,411,1517.76892,0.234,3.128,0.9275074,1.41334462,95,41,1,1,1058.566951,652.2891792,1734.228923,1,2320.086945,0,1412.806733,1
290.1,301.5,315,320,319.9,48,2022-03-04T03:27:50,412,1517.76892,0.234,3.128,0.9275074,1.41334462,95,41,1,1,1059.482471,687.4195046,1736.153696,1,2322.241603,0,1414.319741,1
290.1,301.5,315,320,319.9,48,2022-03-04T03:27:51,413,1517.76892,0.234,3.128,0.9275074,1.41334462,95,41,1,1,1059.482471,687.4195046,1736.153696,1,2322.241603,0,1414.319741,1
290.1,301.5,314.9,319.9,320,48,2022-03-04T03:27:52,414,0,0.234,3.118,0,0,95,41,1,1,1046.904589,670.6889863,1712.636966,1,2298.440878,0,1396.767069,1
290.1,301.5,314.9,319.9,320,48,2022-03-04T03:27:53,415,0,0.234,3.118,0,0,95,41,1,1,1045.808933,676.607141,1709.976635,1,2295.785783,0,1394.811661,1
290.2,301.4,315,319.9,320,48,2022-03-04T03:27:54,416,1468.4978,0.234,3.118,0.8822079,1.41334462,95,41,1,1,1045.808409,676.6070769,1709.97646,1,2295.785434,0,1394.811661,1
290.2,301.4,315,319.9,320,48,2022-03-04T03:27:55,417,1468.4978,0.234,3.118,0.8822079,1.41334462,95,41,1,1,1045.808409,676.6070769,1709.97646,1,2295.785434,0,1394.811661,1
290.2,301.4,315,319.9,320,48,2022-03-04T03:27:56,418,1468.4978,0.234,3.118,0.8822079,1.41334462,95,41,1,1,1045.808409,676.6070769,1709.97646,1,2295.785434,0,1394.811661,1
290.2,301.5,315,320,320,48,2022-03-04T03:27:57,419,1468.4978,0.234,3.118,0.8822079,1.41334462,95,41,1,1,1045.808409,676.6070769,1709.97646,1,2295.785434,0,1394.811661,1
290.2,301.5,315,320,320,48,2022-03-04T03:27:58,420,1468.4978,0.234,3.118,0.8822079,1.41334462,95,41,1,1,1045.808409,676.6070769,1709.97646,1,2295.785434,0,1394.811661,1
290.2,301.4,315,319.9,320,48,2022-03-04T03:27:59,421,1468.4978,0.234,3.118,0.8822079,1.41334462,95,41,1,1,1052.379381,638.4938913,1722.480769,1,2308.057765,0,1404.028651,1
290.2,301.4,315,319.9,320,48,2022-03-04T03:28:00,422,1468.4978,0.234,3.118,0.8822079,1.41334462,95,41,1,1,1052.379381,638.4938913,1722.480769,1,2308.057765,0,1404.028651,1
290.2,301.4,315,319.9,320,48,2022-03-04T03:28:01,423,1468.4978,0.234,3.118,0.8822079,1.41334462,95,41,1,1,1052.379381,638.4938913,1722.480769,1,2308.057765,0,1404.028651,1
290.1,301.4,314.9,320.1,320,48,2022-03-04T03:28:02,424,1468.4978,0.234,3.118,0.8822079,1.41334462,95,41,1,1,1038.839985,652.720348,1694.459053,1,2283.283395,0,1383.186653,1
290.1,301.4,314.9,320.1,320,48,2022-03-04T03:28:03,425,1468.4978,0.234,3.118,0.8822079,1.41334462,95,41,1,1,1038.839985,652.720348,1694.459053,1,2283.283395,0,1383.186653,1
290.1,301.5,315,320.1,320,48,2022-03-04T03:28:04,426,1468.4978,0.234,3.118,0.8822079,1.41334462,95,41,1,1,1060.029077,633.6009005,1737.323013,1,2323.787077,0,1414.915396,1
290.1,301.5,315,320.1,320,48,2022-03-04T03:28:05,427,1468.4978,0.234,3.118,0.8822079,1.41334462,95,41,1,1,1060.029077,633.6009005,1737.323013,1,2323.787077,0,1414.915396,1
290.1,301.5,315,320.1,320,48,2022-03-04T03:28:06,428,1468.4978,0.234,3.118,0.8822079,1.41334462,95,41,1,1,1060.029077,633.6009005,1737.323013,1,2323.787077,0,1414.915396,1
290,301.5,314.9,320,320,48,2022-03-04T03:28:07,429,1468.4978,0.234,3.118,0.8822079,1.41334462,95,41,1,1,1050.931917,618.2872905,1719.93983,1,2305.9546,0,1402.02917,1
290,301.5,314.9,320,320,48,2022-03-04T03:28:08,430,1468.4978,0.234,3.118,0.8822079,1.41334462,95,41,1,1,1050.931917,618.2872905,1719.93983,1,2305.9546,0,1402.02917,1
290,301.4,314.9,319.9,320,48,2022-03-04T03:28:09,431,1468.4978,0.234,3.118,0.8822079,1.41334462,95,41,1,1,1060.029077,633.6009005,1737.323013,1,2323.787077,0,1414.915396,1
290,301.4,314.9,319.9,320,48,2022-03-04T03:28:10,432,1468.4978,0.234,3.118,0.8822079,1.41334462,95,41,1,1,1060.029077,633.6009005,1737.323013,1,2323.787077,0,1414.915396,1
290,301.4,314.9,319.9,320,48,2022-03-04T03:28:11,433,1468.4978,0.234,3.118,0.8822079,1.41334462,95,41,1,1,1060.029077,633.6009005,1737.323013,1,2323.787077,0,1414.915396,1
290,301.5,315,319.9,319.9,48,2022-03-04T03:28:12,434,1468.4978,0.234,3.118,0.8822079,1.41334462,95,41,1,1,1056.432542,684.0595158,1730.984194,1,2316.963879,0,1409.953871,1
290,301.5,315,319.9,319.9,48,2022-03-04T03:28:13,435,1468.4978,0.234,3.118,0.8822079,1.41334462,95,41,1,1,1056.432542,684.0595158,1730.984194,1,2316.963879,0,1409.953871,1
290.1,301.5,315,319.9,319.9,48,2022-03-04T03:28:14,436,1468.4978,0.234,3.118,0.8822079,1.41334462,95,41,1,1,1055.486039,628.9820217,1728.875095,1,2315.039978,0,1408.548562,1
290.1,301.4,315,319.9,319.9,48,2022-03-04T03:28:15,437,1468.4978,0.234,3.118,0.8822079,1.41334462,95,41,1,1,1055.486039,628.9820217,1728.875095,1,2315.039978,0,1408.548562,1
290.1,301.4,315,319.9,319.9,48,2022-03-04T03:28:16,438,1468.4978,0.234,3.118,0.8822079,1.41334462,95,41,1,1,1055.486039,628.9820217,1728.875095,1,2315.039978,0,1408.548562,1
290.1,301.4,315.1,319.9,319.9,48,2022-03-04T03:28:17,439,1468.4978,0.234,3.118,0.8822079,1.41334462,95,41,1,1,1056.83846,673.2319594,1730.960455,1,2317.372678,0,1410.37035,1
290.1,301.4,315.1,320,319.9,48,2022-03-04T03:28:18,440,1468.4978,0.234,3.118,0.8822079,1.41334462,95,41,1,1,1056.83846,673.2319594,1730.960455,1,2317.372678,0,1410.37035,1
290.1,301.4,315.1,320,319.9,48,2022-03-04T03:28:19,441,1468.4978,0.234,3.118,0.8822079,1.41334462,95,41,1,1,1065.938239,687.4596342,1748.324612,1,2334.81259,0,1423.25902,1
290.1,301.4,314.9,319.9,319.9,48,2022-03-04T03:28:20,442,0,0.234,3.106,0,1.41334462,95,41,1,1,1065.938239,687.4596342,1748.324612,1,2334.81259,0,1423.25902,1
290.1,301.4,314.9,319.9,319.9,48,2022-03-04T03:28:21,443,0,0.234,3.106,0,0,95,41,1,1,1065.938239,687.4596342,1748.324612,1,2334.81259,0,1423.25902,1
290.2,301.4,315,319.9,319.9,48,2022-03-04T03:28:22,444,0,0.234,3.106,0,0,95,41,1,1,1061.951582,648.8875864,1740.796229,1,2327.175635,0,1417.624427,1
290.2,301.4,315,319.9,319.9,48,2022-03-04T03:28:23,445,1475.18127,0.234,3.106,0.8912678,0,95,41,1,1,1061.951582,648.8875864,1740.796229,1,2327.175635,0,1417.624427,1
290.2,301.4,315,319.9,319.9,48,2022-03-04T03:28:24,446,1475.18127,0.234,3.106,0.8912678,1.41334462,95,41,1,1,1055.762004,633.4850631,1729.037078,1,2315.148549,0,1408.84652,1
290.2,301.4,315,319.9,320,48,2022-03-04T03:28:25,447,1475.18127,0.234,3.106,0.8912678,1.41334462,95,41,1,1,1063.228946,653.2284426,1743.623955,1,2330.033384,0,1419.47266,1
290.2,301.4,315,319.9,320,48,2022-03-04T03:28:26,448,1475.18127,0.234,3.106,0.8912678,1.41334462,95,41,1,1,1063.228161,653.2285067,1743.623955,1,2330.033384,0,1419.472573,1
290.2,301.4,315,319.9,320,48,2022-03-04T03:28:27,449,1475.18127,0.234,3.106,0.8912678,1.41334462,95,41,1,1,1069.691871,626.862589,1756.096495,1,2343.058029,0,1428.68197,1
290.2,301.5,314.9,320,320,48,2022-03-04T03:28:28,450,1475.18127,0.234,3.106,0.8912678,1.41334462,95,41,1,1,1068.063485,628.9033011,1753.319738,1,2340.121383,0,1426.425375,1
290.2,301.5,314.9,320,320,48,2022-03-04T03:28:29,451,1475.18127,0.234,3.106,0.8912678,1.41334462,95,41,1,1,1068.063485,628.9033011,1753.319738,1,2340.121383,0,1426.425375,1
290.1,301.5,315,320,320,48,2022-03-04T03:28:30,452,1475.18127,0.234,3.106,0.8912678,1.41334462,95,41,1,1,1044.535234,645.7379896,1713.612881,1,2304.281529,0,1395.301451,1
290.1,301.5,315,320,320,48,2022-03-04T03:28:31,453,1475.18127,0.234,3.106,0.8912678,1.41334462,95,41,1,1,1045.282225,679.5864114,1709.104578,1,2297.691182,0,1393.523562,1
290.1,301.5,315,320,320,48,2022-03-04T03:28:32,454,1475.18127,0.234,3.106,0.8912678,1.41334462,95,41,1,1,1044.074943,636.905118,1709.6305,1,2298.215009,0,1393.816372,1
290.1,301.5,314.9,320.1,320,48,2022-03-04T03:28:33,455,1475.18127,0.234,3.106,0.8912678,1.41334462,95,41,1,1,1058.04932,652.8200951,1730.064834,1,2314.978362,0,1411.249563,1
290.1,301.5,314.9,320.1,320,48,2022-03-04T03:28:34,456,1475.18127,0.234,3.106,0.8912678,1.41334462,95,41,1,1,1059.782786,640.8140362,1737.328424,1,2323.650404,0,1414.564112,1
290,301.4,315,320,319.9,48,2022-03-04T03:28:35,457,1475.18127,0.234,3.106,0.8912678,1.41334462,95,41,1,1,1062.773193,632.0721293,1742.815609,1,2329.429961,0,1418.783969,1
290,301.4,315,320,319.9,48,2022-03-04T03:28:36,458,1475.18127,0.234,3.106,0.8912678,1.41334462,95,41,1,1,1062.773193,632.0721293,1742.815609,1,2329.429961,0,1418.783969,1
290,301.4,315,320,319.9,48,2022-03-04T03:28:37,459,1475.18127,0.234,3.106,0.8912678,1.41334462,95,41,1,1,1062.773193,632.0721293,1742.815609,1,2329.429961,0,1418.783969,1
