"Cylinder heating zone 1","Cylinder heating zone 2","Cylinder heating zone 3","Cylinder heating zone 4","Cylinder heating zone 5","Temperature of support housing",Timestamp,"Maximum injection pressure","Injection time","Dosage time","Material cushion","Switch-over volume","Mould temperature control unit 1","Oil temperature",RF_result,ANN_result,lstm_pred_err1,lstm_pred_err2,lstm_err1_act_a,ANN_result_act_a,lstm_err1_act_b,ANN_result_act_b,lstm_err1_act_c,ANN_result_act_c,Act_a_optimal,Act_b_optimal,Act_c_optimal,Best_optimal
289.9,301.7,315.0,319.9,320.0,43,2022-03-04T03:21:08,0.0,0.234,3.052,0.0,0.0,95,40,1,1,1762.5356804674564,1409.7970207929611,,0,,0,1762.5356804674564,1,674.7101911758305,588.754275293214,694.71673672103,1762.5356804674564
290.0,301.8,315.0,319.9,320.1,43,2022-03-04T03:21:09,0.0,0.234,3.088,0.0,0.0,95,40,1,1,1762.5356804674564,1409.7970207929611,2121.159048001498,0,,0,,1,697.2455130379568,594.8669106666287,678.9649821117698,2121.159048001498
290.0,301.8,315.0,319.9,320.1,43,2022-03-04T03:21:10,0.0,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1769.5027082963286,1461.956785082817,2128.13672344017,0,,0,,1,689.8133107629469,646.6302859820369,681.4512411184966,2128.13672344017
290.0,301.8,315.0,319.9,320.1,43,2022-03-04T03:21:11,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1769.5027082963286,1461.956785082817,,0,,0,1769.5027082963286,1,665.2112741537571,605.65656829246,669.2550539838828,1769.5027082963286
290.0,301.8,315.0,319.9,320.1,43,2022-03-04T03:21:12,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1769.5027082963286,1461.956785082817,2128.13672344017,0,,0,,1,755.5215137818556,610.6432363624668,673.533429030174,2128.13672344017
290.0,301.7,315.0,319.9,320.1,43,2022-03-04T03:21:13,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1777.5786585032342,1444.7720843553543,2136.414280029356,0,,0,,1,716.50808481644,650.4056869367226,684.6711421971883,2136.414280029356
290.0,301.7,315.0,319.9,320.1,43,2022-03-04T03:21:14,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1777.5786585032342,1444.7720843553543,2136.414280029356,0,,0,,1,716.5458071038493,606.0480303451707,699.8538529685823,2136.414280029356
290.0,301.7,315.0,319.9,320.1,43,2022-03-04T03:21:15,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1777.5786585032342,1444.7720843553543,2136.414280029356,0,,0,,1,691.7757168661047,613.4701281795333,684.3123099991172,2136.414280029356
290.0,301.7,315.0,319.9,320.1,43,2022-03-04T03:21:16,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1777.5786585032342,1444.7720843553543,2136.414280029356,0,,0,,1,767.1992911051411,632.5015278864405,695.0989096015735,2136.414280029356
290.0,301.7,315.0,319.9,320.1,43,2022-03-04T03:21:17,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1755.5194292621313,1413.4366346597672,,0,,0,1755.5194292621313,1,670.6996601392191,599.3685832891604,690.5755393318719,1755.5194292621313
290.0,301.7,315.0,319.9,320.1,43,2022-03-04T03:21:18,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1755.5194292621313,1413.4366346597672,2108.8418580745456,0,,0,,1,667.7209626419806,634.6984767564982,659.6770009443242,2108.8418580745456
289.8,301.7,315.1,319.9,320.0,43,2022-03-04T03:21:19,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1719.0613151026664,1308.6022163629532,2071.3811230840683,0,,0,,1,711.4687712065609,614.4930290799533,656.1598134761434,2071.3811230840683
289.8,301.7,315.1,319.9,320.0,43,2022-03-04T03:21:20,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1718.9578063713311,1447.309608578682,2072.530017636597,0,,0,,1,698.5080712037387,602.0797997265296,654.6403278554159,2072.530017636597
289.9,301.7,315.1,319.9,320.0,43,2022-03-04T03:21:21,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1742.1844325688778,1419.1186273097992,2100.006262001246,0,,0,,1,731.7986426570543,574.105611943784,672.6936424935719,2100.006262001246
289.9,301.7,315.0,320.0,320.0,43,2022-03-04T03:21:22,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1742.1844325688778,1419.1186273097992,2100.006262001246,0,,0,,1,714.5349301797304,585.2342746602159,652.1325509792973,2100.006262001246
289.9,301.7,315.0,320.0,320.0,43,2022-03-04T03:21:23,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1757.2288070124982,1452.88980281353,,0,,0,1757.2288070124982,1,664.5304119221788,612.5180357437375,696.602592840619,1757.2288070124982
289.9,301.7,315.0,320.0,320.0,43,2022-03-04T03:21:24,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1757.2288070124982,1452.88980281353,2115.25381378597,0,,0,,1,675.2875145203692,597.4009183879236,671.2544819336092,2115.25381378597
289.9,301.8,315.0,319.9,320.0,43,2022-03-04T03:21:25,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1757.2288070124982,1452.88980281353,2115.25381378597,0,,0,,1,733.4277177422614,604.5151555947307,667.8365332842011,2115.25381378597
289.9,301.8,315.0,319.9,320.0,43,2022-03-04T03:21:26,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1757.2288070124982,1452.88980281353,2115.25381378597,0,,0,,1,692.2601981040326,584.6866325329098,667.9846520832921,2115.25381378597
289.9,301.8,315.0,319.9,320.0,43,2022-03-04T03:21:27,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1757.2288070124982,1452.88980281353,2115.25381378597,0,,0,,1,707.9426669842526,636.8281869484753,697.6404759662472,2115.25381378597
289.9,301.7,315.0,319.9,320.0,43,2022-03-04T03:21:28,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1757.2284579105376,1452.88980281353,2115.25381378597,0,,0,,1,702.1356720758133,618.0031980222444,685.042234144007,2115.25381378597
289.9,301.7,315.0,319.9,320.0,43,2022-03-04T03:21:29,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1789.501537765622,1477.397066116333,2146.5427752139567,0,,0,,1,741.1296384455793,648.214665444521,713.4201564582427,2146.5427752139567
289.9,301.7,315.0,319.9,320.0,43,2022-03-04T03:21:30,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1789.5011886636614,1477.3973225355148,,0,,0,1789.5011886636614,1,688.856832353813,605.0965717778388,692.2219534437963,1789.5011886636614
290.0,301.7,314.9,319.9,320.0,43,2022-03-04T03:21:31,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1777.4023620131015,1459.814146399498,2134.7399870260356,0,,0,,1,723.8213378562477,604.0683909956638,708.0113088631404,2134.7399870260356
290.0,301.7,314.9,319.9,320.0,43,2022-03-04T03:21:32,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1759.6840411018131,1470.127838730812,,0,,0,1759.6840411018131,1,662.3297211490822,613.7356299141353,679.8786926864339,1759.6840411018131
290.0,301.7,314.9,319.9,320.0,43,2022-03-04T03:21:33,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1759.6840411018131,1470.127838730812,2118.1230828006264,0,,0,,1,744.8425777064268,605.3169293285838,694.3907081138541,2118.1230828006264
290.0,301.7,314.9,319.9,320.0,43,2022-03-04T03:21:34,1476.26917,0.234,3.088,0.8890028,1.41334462,95,40,1,1,1759.6840411018131,1470.127838730812,2118.1230828006264,0,,0,,1,711.9900672655485,635.5315246105049,662.9626482139735,2118.1230828006264
290.0,301.7,314.9,319.9,320.0,43,2022-03-04T03:21:35,1476.26917,0.234,3.074,0.8890028,1.41334462,95,40,1,1,1748.3258342607915,1431.578548192978,2106.3206437146664,0,,0,,1,734.2446342994989,623.5677392730908,658.3228726181584,2106.3206437146664
290.0,301.7,314.9,319.9,320.0,43,2022-03-04T03:21:36,1476.26917,0.234,3.074,0.8890028,1.41334462,95,40,1,1,1748.3258342607915,1431.578548192978,2106.3206437146664,0,,0,,1,713.3606768681676,578.1020161749966,687.862591762546,2106.3206437146664
290.0,301.7,315.0,319.9,320.1,43,2022-03-04T03:21:37,1476.26917,0.234,3.074,0.8890028,1.41334462,95,40,1,1,1748.3258342607915,1431.578548192978,,0,,0,1748.3258342607915,1,661.3961313542125,630.2650935169163,687.9994293590611,1748.3258342607915
290.0,301.7,315.0,319.9,320.1,43,2022-03-04T03:21:38,0.0,0.234,3.074,0.0,0.0,95,40,1,1,1763.3689868475496,1464.3550736904144,2121.5661008876264,0,,0,,1,729.8961223973249,594.0645616083692,701.2337977249374,2121.5661008876264
290.0,301.7,315.0,319.9,320.1,43,2022-03-04T03:21:39,0.0,0.234,3.074,0.0,0.0,95,40,1,1,1763.3689868475496,1464.3550736904144,2121.5661008876264,0,,0,,1,743.9912400205613,607.4463015217455,681.034714764475,2121.5661008876264
290.1,301.7,314.9,319.9,320.0,43,2022-03-04T03:21:40,0.0,0.234,3.074,0.0,0.0,95,40,1,1,1763.3689868475496,1464.3550736904144,2121.5661008876264,0,,0,,1,724.9620718096692,595.3557294467726,688.0583055931197,2121.5661008876264
290.1,301.7,314.9,319.9,320.0,43,2022-03-04T03:21:41,1475.18127,0.234,3.074,0.8867378,1.41334462,95,40,1,1,1737.2209008922277,1500.2914527654648,2095.603213522434,0,,0,,1,674.183957534473,625.023367770338,653.0140650855175,2095.603213522434
290.1,301.7,314.9,319.9,320.0,43,2022-03-04T03:21:42,1475.18127,0.234,3.074,0.8867378,1.41334462,95,40,1,1,1737.2209008922277,1500.2914527654648,,0,,0,1737.2209008922277,1,676.4717700675633,584.562648276735,687.2279725354229,1737.2209008922277
290.1,301.7,315.0,319.9,320.0,43,2022-03-04T03:21:43,1475.18127,0.234,3.074,0.8867378,1.41334462,95,40,1,1,1737.2209008922277,1500.2914527654648,2095.603213522434,0,,0,,1,727.1730631928596,628.122284080479,660.5093533526041,2095.603213522434
290.1,301.7,315.0,319.9,320.0,43,2022-03-04T03:21:44,1475.18127,0.234,3.074,0.8867378,1.41334462,95,40,1,1,1737.2209008922277,1500.2914527654648,2095.603213522434,0,,0,,1,713.1506360625164,610.0245039034877,652.298159746933,2095.603213522434
290.0,301.7,315.0,319.9,320.0,43,2022-03-04T03:21:45,1475.18127,0.234,3.074,0.8867378,1.41334462,95,40,1,1,1742.7061654490828,1494.1038014888763,2101.3431479595897,0,,0,,1,687.837462702485,581.1932374143167,651.101148408766,2101.3431479595897
290.0,301.7,315.0,319.9,320.0,43,2022-03-04T03:21:46,1475.18127,0.234,3.074,0.8867378,1.41334462,95,40,1,1,1742.7061654490828,1494.1038014888763,2101.3431479595897,0,,0,,1,731.7438612708706,631.0553398573461,681.318355182634,2101.3431479595897
290.0,301.7,315.0,319.9,320.0,43,2022-03-04T03:21:47,1475.18127,0.234,3.074,0.8867378,1.41334462,95,40,1,1,1762.7121515085696,1443.0940772294998,,0,,0,1762.7121515085696,1,681.93521132628,607.8516848615621,694.2690191230935,1762.7121515085696
290.0,301.7,315.0,319.9,320.0,43,2022-03-04T03:21:48,1475.18127,0.234,3.074,0.8867378,1.41334462,95,40,1,1,1739.6469849678276,1369.846655845642,2092.4012503392696,0,,0,,1,679.5015451678493,595.2654926481931,676.6237002788498,2092.4012503392696
289.9,301.7,315.0,319.9,319.9,43,2022-03-04T03:21:49,1475.18127,0.234,3.074,0.8867378,1.41334462,95,40,1,1,1739.6469849678276,1369.846655845642,2092.4012503392696,0,,0,,1,682.6798586059998,587.1232347618499,663.9985449180008,2092.4012503392696
289.9,301.7,315.0,319.9,319.9,43,2022-03-04T03:21:50,1475.18127,0.234,3.074,0.8867378,1.41334462,95,40,1,1,1709.5337989433406,1410.1678029298782,2062.8361543930173,0,,0,,1,658.0054104415042,591.8322731762128,636.8117674665574,2062.8361543930173
289.9,301.7,315.0,319.9,319.9,43,2022-03-04T03:21:51,1475.18127,0.234,3.074,0.8867378,1.41334462,95,40,1,1,1730.5888363946078,1504.621859908104,2089.3336914109586,0,,0,,1,737.9058639016808,622.7709177554214,667.7144292197373,2089.3336914109586
289.9,301.8,315.0,319.9,319.9,43,2022-03-04T03:21:52,1475.18127,0.234,3.074,0.8867378,1.41334462,95,40,1,1,1730.5888363946078,1504.621859908104,,0,,0,1730.5888363946078,1,645.5682466846363,621.810923589394,668.0794958678681,1730.5888363946078
289.9,301.8,315.0,319.9,319.9,43,2022-03-04T03:21:53,1475.18127,0.234,3.074,0.8867378,1.41334462,95,40,1,1,1744.6349537817239,1466.3402709960938,2103.3044027745723,0,,0,,1,723.4931820388579,631.1542465744076,653.0273524615484,2103.3044027745723
289.9,301.8,315.0,319.9,319.9,43,2022-03-04T03:21:54,1475.18127,0.234,3.074,0.8867378,1.41334462,95,40,1,1,1744.6349537817239,1466.3402709960938,2103.3044027745723,0,,0,,1,654.7808647550082,616.5133975797976,653.1080992957178,2103.3044027745723
289.9,301.7,315.0,319.9,320.0,43,2022-03-04T03:21:55,1475.18127,0.234,3.074,0.8867378,1.41334462,95,40,1,1,1756.743904389143,1460.07030916214,2115.3054808761476,0,,0,,1,710.0003448917133,595.916131202572,667.208724485633,2115.3054808761476
289.9,301.7,315.0,319.9,320.0,43,2022-03-04T03:21:56,1475.18127,0.234,3.074,0.8867378,1.41334462,95,40,1,1,1756.743904389143,1460.07030916214,2115.3054808761476,0,,0,,1,747.775200546887,636.3256611913532,662.6812417253396,2115.3054808761476
289.9,301.7,315.0,319.9,320.0,43,2022-03-04T03:21:57,1475.18127,0.234,3.074,0.8867378,1.41334462,95,40,1,1,1756.743904389143,1460.07030916214,2115.3054808761476,0,,0,,1,709.3683978495627,606.0553904605957,687.725716205462,2115.3054808761476
289.9,301.8,315.0,319.9,319.9,43,2022-03-04T03:21:58,1475.18127,0.234,3.074,0.8867378,1.41334462,95,40,1,1,1756.743904389143,1460.07030916214,,0,,0,1756.743904389143,1,664.6843107678756,600.9598313540088,666.1345693018834,1756.743904389143
289.9,301.8,315.0,319.9,319.9,43,2022-03-04T03:21:59,1475.18127,0.234,3.074,0.8867378,1.41334462,95,40,1,1,1762.8880988967417,1470.910430073738,2121.6223063032926,0,,0,,1,726.2182979633254,628.7479395975754,676.459808080947,2121.6223063032926
