Timestamp,RF_result,ANN_result,cnn_pred,cnn_r2,lstm_pred,lstm_r2,rfr_pred,rfr_r2,timediff
2022-03-04T03:29:29,1.0,1.0,2556.1935035826264,-87.4350745845694,1021.509254420653,-11.338182641423773,2264.4175638004763,-82.9600536534957,1578.0
2022-03-04T03:29:30,1.0,1.0,2635.3951381522415,-87.0138751253264,1002.2439754461943,-11.29789830814874,2264.4175638004763,-82.51918079970848,1577.0
2022-03-04T03:29:31,1.0,1.0,2736.90526076287,-86.6166421067195,1002.2439754461943,-11.25768896817327,2264.4175638004763,-82.08161373593688,1576.0
2022-03-04T03:29:32,1.0,1.0,2749.4561744524835,-86.22495087941678,1002.2439754461943,-11.217555758597722,2264.4175638004763,-81.64732156230482,1575.0
2022-03-04T03:29:33,1.0,1.0,2679.781881491214,-85.82150552614448,1002.2439754461943,-11.17749978646757,2264.4175638004763,-81.21627372229044,1574.0
2022-03-04T03:29:34,1.0,1.0,2642.9490063769817,-85.41368879496595,1002.2439754461943,-11.137522129358718,2264.4175638004763,-80.78843999833595,1573.0
2022-03-04T03:29:35,1.0,1.0,2674.7555114616453,-85.01509546043752,1002.2439754461943,-11.097623835951655,2264.4175638004763,-80.36379050752078,1572.0
2022-03-04T03:29:36,1.0,1.0,2628.485712146878,-84.61039090423596,1008.0028486647158,-11.057198037017221,2264.4175638004763,-79.9422956972966,1571.0
2022-03-04T03:29:37,1.0,1.0,2695.9727067736385,-84.22180672425532,1008.0028486647158,-11.016861772250172,2264.4175638004763,-79.52392634128333,1570.0
2022-03-04T03:29:38,1.0,1.0,2733.325220156312,-83.84360314118322,1005.7678106370865,-10.976847577759889,2264.4175638004763,-79.1086535351251,1569.0
2022-03-04T03:29:39,1.0,1.0,2696.056665795177,-83.4605213934474,987.507421656385,-10.938833134246911,2264.4175638004763,-78.69644869240567,1568.0
2022-03-04T03:29:40,1.0,1.0,2735.75043147701,-83.08817480638555,982.6544680257737,-10.90139627872556,2264.4175638004763,-78.2872835406216,1567.0
2022-03-04T03:29:41,1.0,1.0,2752.4083551827966,-82.72187008719169,1007.3721086972952,-10.861461295670404,2264.4175638004763,-77.88113011721308,1566.0
2022-03-04T03:29:42,1.0,1.0,2752.2933260867594,-82.35809693961754,1007.3721086972952,-10.821619292510324,2264.4175638004763,-77.47796076565078,1565.0
2022-03-04T03:29:43,1.0,1.0,2750.327183844328,-81.9964534150261,1002.5300645029544,-10.782355924483964,2264.4175638004763,-77.07774813157866,1564.0
2022-03-04T03:29:44,1.0,1.0,2745.054347830534,-81.63625214551483,1002.5300645029544,-10.743180573098762,2264.4175638004763,-76.68046515901082,1563.0
2022-03-04T03:29:45,1.0,1.0,2746.1952130379673,-81.27878396501568,1002.5300645029544,-10.704094022258563,2264.4175638004763,-76.28608508658272,1562.0
2022-03-04T03:29:46,1.0,1.0,2747.8908012608886,-80.92413460980548,1009.5796549455225,-10.66440812697537,2264.4175638004763,-75.89458144385493,1561.0
2022-03-04T03:29:47,1.0,1.0,2749.0561036055683,-80.57217066780024,1009.5796549455225,-10.62482164576117,2287.7185129000027,-75.50844612590768,1560.0
2022-03-04T03:29:48,1.0,1.0,2752.651853800356,-80.22335262461081,998.9512457532584,-10.586361544531563,2287.7185129000027,-75.1251107960465,1559.0
2022-03-04T03:29:49,1.0,1.0,2722.2300616426464,-79.87095205244077,998.9512457532584,-10.547988510131413,2266.7698231504764,-74.74230122981793,1558.0
2022-03-04T03:29:50,1.0,1.0,2700.614890095502,-79.5168561563378,998.9512457532584,-10.509703271190181,2264.4175638004763,-74.36201545620158,1557.0
2022-03-04T03:29:51,1.0,1.0,2726.9837830409406,-79.17025295115964,1007.3490679678916,-10.470712022779718,2264.4175638004763,-73.984478209094,1556.0
2022-03-04T03:29:52,1.0,1.0,2685.2903613284525,-78.81817292506855,1007.3490679678916,-10.43182039405725,2264.4175638004763,-73.60966468693736,1555.0
2022-03-04T03:29:53,1.0,1.0,2673.7747095031737,-78.46642955799105,999.5850403628349,-10.393752197563897,2264.4175638004763,-73.23755035466199,1554.0
2022-03-04T03:29:54,1.0,1.0,2688.3944014116523,-78.11980609401868,999.5850403628349,-10.355775208299526,2264.4175638004763,-72.86811094038468,1553.0
2022-03-04T03:29:55,1.0,1.0,2565.2549686244724,-77.7542630704325,999.5850403628349,-10.317890041658108,2264.4175638004763,-72.50132243215373,1552.0
2022-03-04T03:29:56,1.0,1.0,2613.897788516819,-77.39940964475393,1007.3490679678916,-10.27938998140464,2264.4175638004763,-72.13716107473871,1551.0
2022-03-04T03:29:57,1.0,1.0,2641.642317738235,-77.05180965225826,1007.3490679678916,-10.24099213988895,2264.4175638004763,-71.77560336646513,1550.0
2022-03-04T03:29:58,1.0,1.0,2618.6281200837493,-76.70268919767668,1014.1351737056523,-10.202095684560488,2264.4175638004763,-71.41662605609307,1549.0
2022-03-04T03:29:59,1.0,1.0,2681.3201992808577,-76.36688613982591,1015.7678363001644,-10.16316765324497,2264.4175638004763,-71.06020613973878,1548.0
2022-03-04T03:30:00,1.0,1.0,2664.6645447378155,-76.03045114152222,1015.7678363001644,-10.12435272726357,2264.4175638004763,-70.70632085783933,1547.0
2022-03-04T03:30:01,1.0,1.0,2703.9762183237076,-75.70329844448969,1015.7678363001644,-10.085651189124958,2264.4175638004763,-70.3549476921587,1546.0
2022-03-04T03:30:02,1.0,1.0,2694.446433001637,-75.37666488275046,1001.6045952052474,-10.048286047654026,2264.4175638004763,-70.00606436283557,1545.0
2022-03-04T03:30:03,1.0,1.0,2670.7111652474105,-75.04809059507214,1001.6045952052474,-10.011018979306147,2264.4175638004763,-69.65964882547152,1544.0
2022-03-04T03:30:04,1.0,1.0,2617.0821220509706,-74.712719994239,999.5982189618497,-9.974023573371522,2264.4175638004763,-69.31567926825957,1543.0
2022-03-04T03:30:05,1.0,1.0,2686.5790712162257,-74.39140947178409,999.5982189618497,-9.937124848102538,2264.4175638004763,-68.97413410915178,1542.0
2022-03-04T03:30:06,1.0,1.0,2687.5872776786086,-74.07244969285262,1002.0330305864661,-9.900116235334199,2264.4175638004763,-68.63499199306607,1541.0
2022-03-04T03:30:07,1.0,1.0,2693.8079255155917,-73.75672273880872,996.0166073964684,-9.86371715234489,2264.4175638004763,-68.29823178913112,1540.0
2022-03-04T03:30:08,1.0,1.0,2737.1733710686563,-73.45076081425988,996.0166073964684,-9.827412063174352,2264.4175638004763,-67.96383258796897,1539.0
2022-03-04T03:30:09,1.0,1.0,2734.8703454341885,-73.1464168205971,1003.9084935946166,-9.790544077131523,2264.4175638004763,-67.63177369901467,1538.0
2022-03-04T03:30:10,1.0,1.0,2733.9152024698255,-72.84391897557909,1004.9495156413018,-9.753693946591328,2264.4175638004763,-67.30203464787269,1537.0
2022-03-04T03:30:11,1.0,1.0,2733.7631685659585,-72.54339422515025,999.7380342970937,-9.717374366916955,2264.4175638004763,-66.9745951737091,1536.0
2022-03-04T03:30:12,1.0,1.0,2734.6441273636815,-72.24500723788645,999.7380342970937,-9.681154236422142,2264.4175638004763,-66.64943522667936,1535.0
2022-03-04T03:30:13,1.0,1.0,2737.24423876667,-71.94903996215233,999.7380342970937,-9.645033872219837,2264.4175638004763,-66.3265349653909,1534.0
2022-03-04T03:30:14,1.0,1.0,2737.667001241028,-71.65508951284362,991.9728721106648,-9.609641765569775,2264.4175638004763,-66.00587475440032,1533.0
2022-03-04T03:30:15,1.0,1.0,2735.717441341728,-71.36272640057061,991.9728721106648,-9.574342035600091,2287.7185129000027,-65.68968365204364,1532.0
2022-03-04T03:30:16,1.0,1.0,2740.8783901771303,-71.07316889833179,991.9728721106648,-9.539135052198388,2287.7185129000027,-65.37567327826062,1531.0
2022-03-04T03:30:17,1.0,1.0,2712.053739489436,-70.78058375900342,991.9728721106648,-9.504021171234806,2288.072178250002,-65.06385919904898,1530.0
2022-03-04T03:30:18,1.0,1.0,2658.7633251948355,-70.48118435023603,991.9728721106648,-9.469000734836644,2264.4175638004763,-64.75193163744007,1529.0
2022-03-04T03:30:19,1.0,1.0,2675.7782056553956,-70.18650935756474,1004.0244827210455,-9.433137522682117,2264.4175638004763,-64.44214919828042,1528.0
2022-03-04T03:30:20,1.0,1.0,2667.3543753446934,-69.8924298656733,1004.0244827210455,-9.397380231543298,2264.4175638004763,-64.13449342899844,1527.0
2022-03-04T03:30:21,1.0,1.0,2678.802999593526,-69.6021259626266,1010.317307388395,-9.36125510366783,2264.4175638004763,-63.82894606639398,1526.0
2022-03-04T03:30:22,1.0,1.0,2565.8164991281924,-69.29653485330469,1009.7693918611407,-9.325282951371609,2264.4175638004763,-63.52548903439241,1525.0
